# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	29241	30824	+					lnt		G3M57_RS00125	1584		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	29241	30824	+	WP_163228322.1	WP_163228322.1		apolipoprotein N-acyltransferase	lnt		G3M57_RS00125	1584	527	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	30878	31312	+							G3M57_RS00130	435		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	30878	31312	+	WP_019848689.1	WP_019848689.1		helix-turn-helix domain-containing protein			G3M57_RS00130	435	144	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	31426	32649	+					metK		G3M57_RS00135	1224		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	31426	32649	+	WP_056757324.1	WP_056757324.1		methionine adenosyltransferase	metK		G3M57_RS00135	1224	407	
gene	pseudogene	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	32731	32825	-							G3M57_RS27280	95		pseudo
CDS	without_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	32731	32825	-				hypothetical protein			G3M57_RS27280	95		pseudo
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	32888	33568	+					trmB		G3M57_RS00140	681		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	32888	33568	+	WP_163228323.1	WP_163228323.1		tRNA (guanosine(46)-N7)-methyltransferase TrmB	trmB		G3M57_RS00140	681	226	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	33715	34248	-					ppa		G3M57_RS00145	534		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	33715	34248	-	WP_019848686.1	WP_019848686.1		inorganic diphosphatase	ppa		G3M57_RS00145	534	177	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	34612	34869	+							G3M57_RS00150	258		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	34612	34869	+	WP_163228324.1	WP_163228324.1		hypothetical protein			G3M57_RS00150	258	85	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	35034	35666	+					rimP		G3M57_RS00155	633		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	35034	35666	+	WP_163228325.1	WP_163228325.1		ribosome maturation factor RimP	rimP		G3M57_RS00155	633	210	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	35669	37345	+					nusA		G3M57_RS00160	1677		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	35669	37345	+	WP_056757315.1	WP_056757315.1		transcription termination factor NusA	nusA		G3M57_RS00160	1677	558	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	37400	38065	+							G3M57_RS00165	666		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	37400	38065	+	WP_163228326.1	WP_163228326.1		RNA-binding protein			G3M57_RS00165	666	221	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	38255	41356	+					infB		G3M57_RS00170	3102		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	38255	41356	+	WP_056757308.1	WP_056757308.1		translation initiation factor IF-2	infB		G3M57_RS00170	3102	1033	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	41431	42003	+							G3M57_RS00175	573		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	41431	42003	+	WP_163228327.1	WP_163228327.1		YcxB family protein			G3M57_RS00175	573	190	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	42052	42567	+							G3M57_RS00180	516		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	42052	42567	+	WP_163228328.1	WP_163228328.1		DUF2939 domain-containing protein			G3M57_RS00180	516	171	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	42576	43151	+							G3M57_RS00185	576		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	42576	43151	+	WP_056757300.1	WP_056757300.1		hypothetical protein			G3M57_RS00185	576	191	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	43148	43489	-							G3M57_RS00190	342		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	43148	43489	-	WP_056757297.1	WP_056757297.1		hypothetical protein			G3M57_RS00190	342	113	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	43618	44406	+							G3M57_RS00195	789		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	43618	44406	+	WP_163228329.1	WP_163228329.1		dienelactone hydrolase family protein			G3M57_RS00195	789	262	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	44518	44973	+					rbfA		G3M57_RS00200	456		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	44518	44973	+	WP_163228330.1	WP_163228330.1		30S ribosome-binding factor RbfA	rbfA		G3M57_RS00200	456	151	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	44976	45908	+					truB		G3M57_RS00205	933		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	44976	45908	+	WP_056757288.1	WP_056757288.1		tRNA pseudouridine(55) synthase TruB	truB		G3M57_RS00205	933	310	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	45923	46192	+					rpsO		G3M57_RS00210	270		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	45923	46192	+	WP_035081309.1	WP_035081309.1		30S ribosomal protein S15	rpsO		G3M57_RS00210	270	89	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	46518	48668	+					pnp		G3M57_RS00215	2151		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	46518	48668	+	WP_163228331.1	WP_163228331.1		polyribonucleotide nucleotidyltransferase	pnp		G3M57_RS00215	2151	716	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	48744	49169	-							G3M57_RS00220	426		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	48744	49169	-	WP_163228332.1	WP_163228332.1		ferredoxin			G3M57_RS00220	426	141	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	49544	49753	+							G3M57_RS00225	210		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	49544	49753	+	WP_163228333.1	WP_163228333.1		hypothetical protein			G3M57_RS00225	210	69	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	49761	50477	-							G3M57_RS00230	717		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	49761	50477	-	WP_163228334.1	WP_163228334.1		ribonuclease T			G3M57_RS00230	717	238	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	50550	51182	-							G3M57_RS00235	633		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	50550	51182	-	WP_056757273.1	WP_056757273.1		LysE family translocator			G3M57_RS00235	633	210	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	51421	53790	+							G3M57_RS00240	2370		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	51421	53790	+	WP_163228335.1	WP_163228335.1		TonB-dependent receptor			G3M57_RS00240	2370	789	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	53886	54569	+							G3M57_RS00245	684		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	53886	54569	+	WP_056757267.1	WP_056757267.1		Fe2+-dependent dioxygenase			G3M57_RS00245	684	227	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	54657	57344	+							G3M57_RS00250	2688		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	54657	57344	+	WP_163228336.1	WP_163228336.1		PAS domain S-box protein			G3M57_RS00250	2688	895	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	57540	59201	+							G3M57_RS00255	1662		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	57540	59201	+	WP_056757261.1	WP_056757261.1		MFS transporter			G3M57_RS00255	1662	553	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	59198	60076	-							G3M57_RS00260	879		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	59198	60076	-	WP_163228337.1	WP_163228337.1		siroheme synthase			G3M57_RS00260	879	292	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	60228	60770	+							G3M57_RS00265	543		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	60228	60770	+	WP_163228338.1	WP_163228338.1		(2Fe-2S)-binding protein			G3M57_RS00265	543	180	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	60767	62956	+							G3M57_RS00270	2190		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	60767	62956	+	WP_163228339.1	WP_163228339.1		xanthine dehydrogenase family protein molybdopterin-binding subunit			G3M57_RS00270	2190	729	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	63091	63813	+							G3M57_RS27285	723		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	63091	63813	+	WP_163228340.1	WP_163228340.1		helix-turn-helix transcriptional regulator			G3M57_RS27285	723	240	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	63888	64235	+							G3M57_RS00280	348		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	63888	64235	+	WP_056757245.1	WP_056757245.1		hypothetical protein			G3M57_RS00280	348	115	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	64295	64519	+							G3M57_RS00285	225		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	64295	64519	+	WP_056757242.1	WP_056757242.1		hypothetical protein			G3M57_RS00285	225	74	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	64594	65004	+							G3M57_RS00290	411		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	64594	65004	+	WP_056757239.1	WP_056757239.1		hypothetical protein			G3M57_RS00290	411	136	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	65023	65640	-							G3M57_RS00295	618		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	65023	65640	-	WP_163228341.1	WP_163228341.1		nucleotidyltransferase family protein			G3M57_RS00295	618	205	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	65670	66728	+					moaA		G3M57_RS00300	1059		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	65670	66728	+	WP_163228342.1	WP_163228342.1		GTP 3',8-cyclase MoaA	moaA		G3M57_RS00300	1059	352	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	66730	66969	+							G3M57_RS00305	240		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	66730	66969	+	WP_056757229.1	WP_056757229.1		MoaD/ThiS family protein			G3M57_RS00305	240	79	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	66966	67421	+							G3M57_RS00310	456		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	66966	67421	+	WP_056757226.1	WP_056757226.1		molybdenum cofactor biosynthesis protein MoaE			G3M57_RS00310	456	151	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	67433	67987	+					moaB		G3M57_RS00315	555		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	67433	67987	+	WP_056757222.1	WP_056757222.1		molybdenum cofactor biosynthesis protein B	moaB		G3M57_RS00315	555	184	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	68001	68471	+					moaC		G3M57_RS00320	471		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	68001	68471	+	WP_056757219.1	WP_056757219.1		cyclic pyranopterin monophosphate synthase MoaC	moaC		G3M57_RS00320	471	156	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	68544	69029	+							G3M57_RS00325	486		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	68544	69029	+	WP_082564609.1	WP_082564609.1		SEL1-like repeat protein			G3M57_RS00325	486	161	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	69875	71017	+							G3M57_RS00330	1143		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	69875	71017	+	WP_056757216.1	WP_056757216.1		Fic family protein			G3M57_RS00330	1143	380	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	71337	72362	-							G3M57_RS00335	1026		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	71337	72362	-	WP_163228343.1	WP_163228343.1		IS110 family transposase			G3M57_RS00335	1026	341	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	72584	73042	+							G3M57_RS00340	459		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	72584	73042	+	WP_056758094.1	WP_056758094.1		DUF6334 family protein			G3M57_RS00340	459	152	
gene	pseudogene	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	73166	74218	-							G3M57_RS00345	1053		partial;pseudo
CDS	without_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	73166	74218	-				XdhC family protein			G3M57_RS00345	1053		partial;pseudo
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	74319	75194	+							G3M57_RS00350	876		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	74319	75194	+	WP_056758088.1	WP_056758088.1		bifunctional regulator KidO			G3M57_RS00350	876	291	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	75261	75965	+							G3M57_RS00355	705		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	75261	75965	+	WP_056758084.1	WP_056758084.1		glycosyltransferase family protein			G3M57_RS00355	705	234	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	76077	77189	-					ald		G3M57_RS00360	1113		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	76077	77189	-	WP_056758102.1	WP_056758102.1		alanine dehydrogenase	ald		G3M57_RS00360	1113	370	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	77310	77783	+							G3M57_RS00365	474		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	77310	77783	+	WP_056758081.1	WP_056758081.1		Lrp/AsnC family transcriptional regulator			G3M57_RS00365	474	157	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	77864	78697	+							G3M57_RS00370	834		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	77864	78697	+	WP_163228344.1	WP_163228344.1		carbonic anhydrase			G3M57_RS00370	834	277	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	78765	83798	+							G3M57_RS00375	5034		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	78765	83798	+	WP_163228345.1	WP_163228345.1		alpha-2-macroglobulin family protein			G3M57_RS00375	5034	1677	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	83948	85996	+					pbpC		G3M57_RS00380	2049		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	83948	85996	+	WP_056758071.1	WP_056758071.1		penicillin-binding protein 1C	pbpC		G3M57_RS00380	2049	682	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	86049	86462	+							G3M57_RS00385	414		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	86049	86462	+	WP_056758067.1	WP_056758067.1		MbcA/ParS/Xre antitoxin family protein			G3M57_RS00385	414	137	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	86459	87223	+							G3M57_RS00390	765		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	86459	87223	+	WP_163228346.1	WP_163228346.1		RES family NAD+ phosphorylase			G3M57_RS00390	765	254	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	87357	87764	+							G3M57_RS00395	408		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	87357	87764	+	WP_163228347.1	WP_163228347.1		hypothetical protein			G3M57_RS00395	408	135	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	87782	88408	-							G3M57_RS00400	627		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	87782	88408	-	WP_056758054.1	WP_056758054.1		carbonic anhydrase			G3M57_RS00400	627	208	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	88401	89042	-					maiA		G3M57_RS00405	642		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	88401	89042	-	WP_163228348.1	WP_163228348.1		maleylacetoacetate isomerase	maiA		G3M57_RS00405	642	213	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	89051	89728	-							G3M57_RS00410	678		
CDS	with_protein	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	89051	89728	-	WP_163228349.1	WP_163228349.1		fumarylacetoacetate hydrolase family protein			G3M57_RS00410	678	225	
gene	protein_coding	GCF_010977555.1	Primary Assembly	chromosome		NZ_CP048815.1	89919	90797	+							G3M57_RS00415	879		
