start,end,score,strand
177532,177564,62,+
178900,178919,47,+
179724,179754,54,+
180195,180234,86,-
180892,180935,50,+
181759,181782,48,+
182423,182443,47,+
184862,184890,54,+
185124,185162,57,+
190165,190197,65,-
191775,191794,51,-
191961,191979,49,+
192295,192332,53,-
194976,195011,67,-
196754,196784,51,-
198122,198148,56,-
199084,199106,61,+
199235,199268,64,-
199504,199529,57,+
200628,200646,50,-
202790,202826,52,-
203833,203850,50,+
204489,204514,58,+
208274,208315,49,-
209076,209111,55,-
209444,209481,58,-
209936,209959,60,-
210771,210799,65,+
211308,211340,54,+
212923,212945,61,-
213194,213217,72,+
213306,213330,69,-
213458,213479,72,-
213711,213735,69,-
217010,217038,54,-
218301,218329,71,+
219548,219583,55,+
221675,221695,47,+
221796,221832,53,+
222035,222054,66,+
222105,222129,48,-
222187,222206,49,+
222421,222443,49,-
222500,222530,62,+
222743,222759,52,+
223185,223211,56,+
224169,224187,50,+
224416,224442,69,+
224990,225023,48,+
226697,226727,57,+
229864,229886,62,+
232133,232173,129,+
232184,232206,97,+
234156,234201,47,-
236800,236822,51,-
236906,236944,57,-
240193,240219,68,-
240990,241017,55,-
241849,241870,48,+
244001,244032,64,-
246356,246389,64,+
247999,248024,72,-
248094,248138,52,+
249133,249158,57,-
249411,249435,59,+
250553,250573,49,+
250885,250913,54,-
251560,251592,70,+
252440,252479,51,-
252890,252913,71,+
252980,253012,49,+
254105,254139,56,+
256100,256118,50,-
256815,256841,73,+
257427,257461,51,+
258983,259013,65,-
261108,261128,48,-
262227,262245,49,+
262821,262857,76,+
264440,264479,69,+
264795,264822,55,-
265108,265134,56,-
266275,266313,53,-
268464,268490,68,+
268491,268511,64,-
268749,268769,47,+
269822,269852,66,+
271366,271386,51,-
272786,272820,48,+
277279,277306,71,-
277495,277521,56,+
279393,279412,49,-
279699,279739,50,-
280270,280299,63,-
281042,281062,47,-
282122,282146,58,+
282554,282578,48,-
282683,282720,47,-
282773,282792,47,+
282825,282866,53,-
284035,284054,47,-
284248,284283,64,-
284663,284690,55,+
285662,285685,48,-
286455,286485,66,-
288011,288038,66,-
288445,288470,47,-
289317,289348,60,-
289383,289412,80,+
290553,290575,61,+
291067,291099,57,-
291208,291232,58,+
292790,292823,60,-
293546,293565,47,-
293967,294004,57,-
295329,295353,59,-
296971,297005,61,+
297026,297063,56,-
297707,297747,51,+
298192,298231,86,+
298687,298723,59,-
300434,300463,63,-
300470,300501,76,+
300612,300628,70,+
302824,302848,59,+
302917,302949,54,-
304124,304151,55,-
304757,304774,50,+
307076,307120,47,+
307607,307639,49,+
309604,309645,53,-
309664,309704,55,+
311580,311625,53,+
311969,312006,59,-
316588,316629,53,-
316790,316821,51,+
318162,318193,55,-
318366,318394,52,+
319246,319279,48,-
319976,320009,48,-
323703,323728,47,-
327737,327757,48,+
328124,328143,49,+
328163,328198,78,+
331750,331766,52,+
335346,335379,51,+
335868,335888,64,-
335961,335989,71,+
337020,337043,50,-
337239,337270,67,+
338114,338131,50,+
338901,338942,52,+
340232,340252,48,+
340473,340519,49,-
340762,340790,52,-
341141,341178,54,-
341199,341227,63,-
343313,343353,98,-
345667,345710,49,-
347067,347090,60,-
347198,347227,52,+
347844,347887,47,-
349715,349740,47,+
352270,352306,56,-
352550,352584,58,-
355466,355499,58,+
356507,356536,54,+
356746,356775,52,+
356951,356984,61,+
357234,357258,59,-
359536,359564,54,+
360720,360749,63,-
367869,367895,56,+
368397,368417,49,+
369201,369241,53,-
369381,369403,79,+
371972,372005,76,+
374762,374795,60,+
377177,377213,55,+
378384,378417,51,+
379303,379321,51,+
379413,379431,50,+
379717,379740,49,+
379988,380012,59,-
380701,380743,48,-
382824,382844,54,-
382987,383018,50,-
383609,383627,51,+
385182,385212,68,+
385263,385290,71,-
385369,385400,51,-
386207,386226,52,-
386937,386966,52,+
389963,389995,63,+
390776,390809,68,-
391080,391107,71,+
391231,391253,61,+
391409,391449,58,-
391965,391984,47,+
392341,392373,61,+
397158,397183,57,+
397208,397234,56,-
397792,397815,60,+
398111,398138,55,+
398179,398211,65,+
398763,398780,69,+
398807,398827,64,+
400330,400375,88,+
400425,400455,59,+
400642,400673,62,-
402452,402494,50,+
403181,403208,55,-
403314,403333,66,+
403338,403361,60,+
405116,405139,60,-
406002,406024,48,+
407133,407173,55,+
407265,407291,63,-
407811,407838,65,-
408144,408164,47,+
412386,412409,50,+
412427,412457,51,-
413253,413296,50,-
413966,413984,52,+
414260,414289,52,+
414434,414465,67,-
414573,414602,80,-
415574,415611,90,+
416981,417004,60,-
417461,417483,48,+
417508,417527,66,+
417751,417770,51,-
418580,418614,50,-
423237,423270,56,+
424095,424125,65,+
427645,427682,51,-
427892,427931,54,-
428303,428323,51,+
428714,428749,74,+
430131,430154,60,+
430288,430321,47,+
430934,430951,50,-
431282,431308,56,+
432388,432414,56,+
433377,433394,50,+
435493,435516,60,-
435535,435557,49,-
436710,436739,62,-
438247,438276,52,+
441861,441895,59,-
446810,446849,57,-
447317,447353,48,-
448795,448819,59,-
451801,451837,58,+
455742,455766,48,-
460117,460150,48,+
460360,460383,61,+
461937,461978,55,+
462091,462136,47,-
462146,462192,50,+
463107,463142,50,+
464341,464366,57,+
465091,465110,47,+
465517,465540,60,+
466348,466371,49,+
466538,466583,53,-
467799,467819,64,-
468838,468855,69,+
469010,469032,48,+
470907,470932,57,+
471053,471091,58,-
473640,473677,58,-
476733,476755,51,+
477564,477583,49,+
478177,478202,104,+
479112,479143,50,+
479169,479198,98,+
480065,480088,49,-
485260,485289,57,-
485756,485785,52,+
487060,487091,65,+
487556,487577,48,-
487961,487996,64,-
494796,494834,55,-
495141,495159,50,+
496265,496281,52,+
497250,497281,59,-
497544,497578,59,-
498832,498879,47,+
499048,499079,59,-
501025,501053,54,+
503647,503675,68,-
504259,504283,58,+
504305,504324,47,+
505220,505237,50,-
505464,505509,48,+
505568,505602,64,-
506062,506091,52,-
506981,507019,50,+
507314,507338,59,-
508722,508771,58,+
509489,509525,56,+
512099,512128,65,+
513544,513566,49,+
513655,513673,49,+
513913,513947,62,+
514651,514693,57,+
514935,514971,57,+
515064,515090,70,+
516775,516812,58,+
517051,517071,47,+
519045,519076,65,+
519141,519162,63,+
519208,519230,61,+
520735,520751,70,+
521497,521523,56,+
521963,522003,51,+
522766,522807,52,+
523066,523109,52,-
524334,524376,54,+
527122,527145,78,+
527183,527221,86,+
528640,528659,66,-
528991,529017,56,+
533268,533293,57,+
535323,535342,47,+
535512,535532,47,+
535592,535624,48,-
535685,535711,56,+
536389,536420,65,+
536865,536897,60,+
538427,538450,60,+
539083,539103,64,+
539290,539323,48,+
539487,539514,55,+
544051,544076,57,-
550459,550489,51,-
552087,552114,69,+
554728,554746,50,+
554793,554834,51,-
555989,556016,63,+
560619,560641,61,+
562899,562916,50,+
564055,564079,71,+
565851,565896,48,+
570511,570528,52,-
571376,571399,48,-
573451,573484,62,+
573630,573653,70,+
573690,573717,55,-
573762,573787,47,+
574841,574867,58,+
577458,577498,55,+
577520,577543,60,+
577559,577592,62,-
577791,577823,105,+
578395,578413,49,+
579200,579218,50,-
581447,581465,49,+
583581,583614,80,+
583652,583673,63,+
585395,585413,67,+
586408,586428,64,-
590075,590101,56,+
590112,590145,59,+
590179,590219,48,+
590689,590718,52,-
591479,591501,61,+
591528,591556,65,-
591650,591681,51,+
593828,593865,58,-
594798,594837,50,-
594993,595025,76,-
595158,595191,48,+
598178,598198,48,-
599108,599133,57,-
599628,599656,54,-
599864,599890,56,+
601309,601328,47,-
601440,601471,48,+
601832,601855,49,-
601895,601926,60,+
602175,602197,48,-
602215,602238,61,+
604039,604066,69,-
604417,604441,48,-
604970,604997,100,-
605400,605432,76,+
608154,608175,63,-
613393,613414,52,+
615002,615025,61,+
618159,618198,54,+
618820,618857,58,+
620447,620466,49,+
621519,621549,79,+
622054,622075,63,+
622226,622250,59,-
623438,623455,50,-
626415,626448,70,-
628148,628175,83,+
629028,629062,64,+
629831,629851,64,+
630120,630150,52,+
631287,631325,54,+
631513,631543,82,+
633192,633224,49,+
633421,633440,49,+
634324,634357,61,+
634753,634785,49,+
634970,635007,99,+
635140,635168,53,+
635681,635704,48,+
636314,636337,49,+
636392,636416,59,-
636863,636894,61,+
637094,637125,49,-
642865,642884,47,+
643800,643830,51,-
645842,645885,52,-
646984,647015,65,+
647829,647859,70,+
649295,649315,64,-
649631,649657,56,-
651230,651266,59,+
656558,656592,74,+
656752,656773,63,+
657762,657784,61,+
658204,658241,59,+
659149,659182,60,+
659408,659445,53,-
660510,660533,60,+
661522,661569,49,-
661794,661826,49,-
662394,662434,70,-
662652,662670,50,+
664770,664791,63,-
668018,668053,54,+
668637,668668,95,+
670266,670286,48,+
670895,670914,47,-
674288,674306,67,+
675002,675029,55,+
676437,676474,55,+
676885,676902,50,-
676973,676991,50,+
678478,678508,55,+
678608,678629,48,+
678680,678702,48,+
678781,678810,52,-
681953,681992,52,-
683800,683819,47,+
686101,686124,50,+
687692,687730,96,-
687916,687941,66,-
692274,692298,59,+
692780,692798,49,-
692847,692874,55,-
693631,693668,58,+
693808,693847,55,+
693965,693991,56,-
694418,694444,67,-
695558,695587,52,+
698931,698967,61,+
699077,699108,79,+
704709,704735,72,+
704854,704873,49,-
704988,705008,48,-
705849,705888,57,-
706477,706518,53,+
708464,708503,57,+
710867,710896,52,+
711363,711391,83,+
713316,713345,65,-
713592,713624,61,+
713682,713696,73,-
713747,713766,51,+
713984,714032,47,+
714180,714207,66,+
714497,714525,61,-
715189,715231,50,+
716995,717013,50,+
719255,719286,76,-
721843,721868,58,-
722093,722122,63,-
722276,722303,70,+
722433,722476,49,-
722560,722589,63,+
722998,723032,62,+
727815,727839,59,-
729941,729982,51,+
730915,730933,50,+
731267,731287,64,+
732980,733006,56,+
733131,733178,50,-
733431,733475,49,-
736201,736226,57,-
736628,736667,57,+
738121,738138,50,+
738159,738180,49,-
740856,740876,49,+
742057,742080,60,-
745421,745449,57,+
747746,747771,57,+
747903,747928,57,+
748018,748056,58,-
751296,751316,49,+
751725,751752,55,+
756359,756387,54,+
757823,757856,61,+
759132,759173,53,+
759684,759707,48,+
759834,759863,52,+
759949,759988,53,-
760315,760346,62,+
760787,760811,48,-
761564,761602,70,+
762296,762323,68,+
763835,763862,71,+
766460,766500,53,+
767941,767982,57,-
768339,768363,59,-
769462,769501,55,-
769795,769823,54,-
772405,772449,77,+
773194,773212,51,+
774074,774112,61,+
776184,776219,58,+
776282,776298,52,+
776381,776402,48,+
777462,777489,55,+
779615,779656,53,+
781861,781889,63,+
782105,782137,70,+
782859,782900,53,+
784412,784443,51,+
784854,784875,63,+
784929,784957,85,+
786349,786374,57,+
787066,787085,47,+
787696,787711,53,+
791200,791225,69,-
794397,794438,53,-
795080,795101,51,+
795133,795154,64,+
795199,795230,59,-
795429,795462,59,-
795496,795518,49,-
797867,797896,98,-
798740,798766,85,+
798820,798840,47,-
799110,799141,50,-
801192,801211,66,+
804643,804682,55,+
804828,804855,55,+
805013,805038,56,-
805064,805096,60,+
806749,806786,58,+
809329,809348,47,+
809913,809948,55,+
810928,810947,47,+
811457,811485,54,+
812017,812043,56,+
812698,812725,55,+
813913,813941,54,+
820613,820635,48,-
820657,820676,47,-
821677,821712,59,-
821824,821845,63,-
822227,822258,60,+
822351,822380,60,-
823083,823118,59,+
823644,823667,60,+
825093,825130,59,+
826483,826500,50,+
828433,828462,98,-
830409,830437,54,-
830867,830897,80,+
832658,832690,54,+
833371,833416,48,-
833674,833705,50,+
834015,834048,48,+
834743,834772,58,+
834869,834898,52,+
835262,835293,57,+
836112,836144,66,-
836447,836479,97,-
837041,837059,50,-
837086,837120,59,+
837762,837783,48,+
838160,838190,97,+
838285,838314,98,+
838682,838711,98,-
838781,838815,79,-
839173,839204,50,-
839822,839849,69,-
840219,840239,49,-
840343,840384,70,-
840778,840813,60,+
841721,841747,56,+
841818,841851,79,+
842060,842091,67,+
842411,842441,96,+
842454,842496,70,-
843059,843085,56,-
843127,843145,50,-
843850,843886,62,-
843931,843951,64,-
844066,844090,69,-
844778,844809,52,+
845043,845070,55,-
845164,845193,79,-
845584,845616,49,-
845834,845864,79,+
845938,845970,59,+
846052,846069,50,+
846087,846110,60,-
846107,846135,54,+
846156,846181,47,-
846779,846812,58,-
846909,846942,62,-
847212,847228,52,-
848209,848257,92,+
848306,848335,98,-
849281,849311,51,+
849816,849831,72,+
850017,850044,53,+
850645,850677,65,-
851198,851231,61,+
853068,853098,63,+
854419,854450,60,+
856352,856386,56,-
858310,858331,49,-
859650,859686,61,+
859793,859822,66,+
860130,860151,48,+
860984,861025,52,+
862286,862316,66,-
863381,863418,56,-
865092,865120,58,+
866436,866468,51,+
866800,866826,66,-
869536,869556,49,+
869975,870001,70,+
870481,870508,55,-
870596,870626,77,-
870732,870750,67,-
870936,870970,62,+
872951,872984,48,-
874039,874070,60,+
874089,874112,48,+
874755,874775,47,-
876337,876375,61,+
881418,881456,58,-
882676,882710,62,+
884242,884272,51,+
884551,884571,47,+
885302,885327,69,+
886593,886634,52,-
888899,888935,65,+
891985,892007,91,+
892335,892372,58,-
892603,892634,62,-
895040,895068,54,+
896123,896145,61,+
896867,896889,48,-
900696,900733,54,-
900742,900778,59,+
901035,901077,57,-
901762,901792,55,-
902681,902718,58,+
904142,904173,51,+
907482,907513,65,-
913630,913650,49,+
914905,914928,50,+
914969,914993,69,+
915231,915253,49,+
915641,915659,50,+
916657,916685,54,+
920566,920601,47,-
925581,925610,62,+
925701,925730,54,-
929035,929069,65,+
935395,935427,59,+
935513,935536,49,+
941135,941179,49,+
943464,943493,52,+
943602,943634,49,+
943795,943821,66,+
945417,945442,57,+
948034,948063,98,+
948963,948998,78,+
951544,951563,65,+
951673,951700,55,-
953560,953594,64,+
954011,954049,55,-
954184,954211,55,+
954841,954883,69,+
955420,955452,49,+
956292,956326,51,-
957424,957447,50,-
958375,958393,67,+
961192,961226,74,-
962186,962215,69,+
962406,962453,48,+
965115,965140,71,+
965611,965633,48,+
967580,967603,60,+
969990,970034,54,+
971568,971607,54,+
972473,972493,47,-
973734,973762,69,+
973773,973804,65,-
974806,974828,49,+
975030,975055,57,+
977722,977756,62,+
978258,978284,56,-
980587,980610,60,+
981958,981997,55,-
984009,984050,58,+
986589,986612,48,+
988285,988316,50,+
988579,988611,68,+
992209,992246,64,-
992315,992332,50,+
992494,992520,66,+
992923,992958,74,-
993067,993087,48,+
993149,993171,61,+
993344,993378,62,+
995322,995361,57,-
995555,995579,59,-
995720,995739,66,+
996236,996262,55,+
997501,997534,78,-
998666,998696,60,+
999140,999170,60,+
999374,999412,58,-
999401,999437,47,+
999934,999960,56,-
1000280,1000301,64,-
1000837,1000857,51,+
1001568,1001591,48,-
1002238,1002275,70,+
1002646,1002678,50,+
1004022,1004045,60,-
1005154,1005191,62,+
1005198,1005225,100,+
1006443,1006466,48,+
1006656,1006689,80,+
1007343,1007373,85,+
1007664,1007683,49,+
1008007,1008041,51,-
1008129,1008154,57,-
1008382,1008409,55,-
1008568,1008592,59,-
1009288,1009326,68,-
1010375,1010405,80,+
1010450,1010487,75,-
1010561,1010599,61,+
1010743,1010768,57,+
1011062,1011085,50,-
1011210,1011233,60,+
1011480,1011503,72,+
1012474,1012515,55,-
1013390,1013422,49,+
1014055,1014087,52,-
1014231,1014250,47,-
1016957,1016988,66,+
1019669,1019692,50,-
1023128,1023150,61,-
1023756,1023779,49,+
1024305,1024326,51,+
1025326,1025359,48,+
1025405,1025422,52,+
1028043,1028060,52,+
1028181,1028209,65,-
1029299,1029325,56,-
1029434,1029453,47,+
1030890,1030923,47,-
1030931,1030974,67,+
1034548,1034575,68,+
1034785,1034821,76,+
1035220,1035246,55,-
1036792,1036814,48,-
1038302,1038338,62,+
1039183,1039212,67,+
1039224,1039255,61,+
1040179,1040204,47,-
1041550,1041583,48,-
1050014,1050038,48,+
1051962,1051992,62,+
1052860,1052884,59,-
1053191,1053220,65,-
1054484,1054504,49,+
1057903,1057930,55,-
1061338,1061363,47,-
1061402,1061428,56,+
1062156,1062178,61,+
1063373,1063412,57,+
1068856,1068893,58,+
1068970,1069007,62,+
1069231,1069251,49,-
1072650,1072676,56,-
1074286,1074303,52,-
1074995,1075018,49,-
1077408,1077426,52,+
1079964,1079991,55,-
1082951,1082985,64,-
1083740,1083763,60,-
1084152,1084184,50,-
1085732,1085751,47,+
1086650,1086675,57,+
1087060,1087095,59,-
1088185,1088224,54,+
1088529,1088557,54,+
1089120,1089166,87,+
1089215,1089255,57,+
1089558,1089587,54,+
1090120,1090151,78,-
1090174,1090196,61,-
1090921,1090953,66,-
1094053,1094091,62,+
1094949,1094972,60,+
1094984,1095022,74,+
1095961,1095993,63,+
1096689,1096708,66,+
1096860,1096898,99,+
1098210,1098252,50,+
1098310,1098356,50,+
1100366,1100388,51,+
1101119,1101145,66,+
1102364,1102397,58,-
1103003,1103032,63,+
1104549,1104580,55,+
1105502,1105529,61,+
1106324,1106368,50,+
1107673,1107696,61,+
1107707,1107725,67,+
1107864,1107887,48,+
1108636,1108663,57,+
1108703,1108729,55,-
1108841,1108874,59,+
1110775,1110804,68,-
1112133,1112154,48,+
1112483,1112507,48,-
1114076,1114103,55,+
1114832,1114855,48,+
1115007,1115043,54,-
1115103,1115147,52,+
1115238,1115274,58,+
1115918,1115945,66,+
1116312,1116340,54,+
1116493,1116535,69,-
1117238,1117270,56,-
1118872,1118901,79,+
1119839,1119861,48,+
1122705,1122729,63,+
1123061,1123085,59,-
1125621,1125635,73,-
1126884,1126902,49,+
1127000,1127026,56,-
1127041,1127065,61,+
1127260,1127290,51,+
1128338,1128371,48,+
1129793,1129815,61,+
1132098,1132133,56,-
1134272,1134300,68,+
1135904,1135943,57,+
1137007,1137056,48,+
1137689,1137715,129,-
1139269,1139292,48,+
1139761,1139787,56,+
1140712,1140735,49,+
1141509,1141546,62,+
1142034,1142077,48,+
1143912,1143937,60,+
1143950,1143975,68,+
1143995,1144037,53,-
1144957,1145001,52,+
1146391,1146410,49,+
1147642,1147665,49,+
1148112,1148148,58,+
1150716,1150754,57,+
1151143,1151178,71,+
1152241,1152270,51,-
1152889,1152910,49,-
1155181,1155220,55,+
1157008,1157040,49,-
1158734,1158750,70,+
1159338,1159367,68,+
1159428,1159448,48,+
1160271,1160306,57,+
1161926,1161957,82,+
1167434,1167475,55,+
1170435,1170464,52,+
1173189,1173226,61,-
1173500,1173529,63,-
1174317,1174337,82,+
1175220,1175249,98,-
1178400,1178419,47,+
1179440,1179459,47,+
1179577,1179607,64,+
1180293,1180320,55,+
1182527,1182551,59,-
1183216,1183235,47,-
1185685,1185720,47,+
1186262,1186293,84,+
1187810,1187834,48,-
1188257,1188282,56,+
1188305,1188335,67,-
1190374,1190407,52,+
1191312,1191344,106,+
1191532,1191579,63,+
1192286,1192327,57,+
1192977,1193010,58,-
1193526,1193551,47,+
1193650,1193682,49,-
1193738,1193755,50,+
1195293,1195318,47,+
1197015,1197042,63,-
1197338,1197372,60,+
1197417,1197451,60,+
1199056,1199086,51,-
1199554,1199582,65,-
1200327,1200362,58,+
1200928,1200956,54,+
1204664,1204679,72,+
1207662,1207692,59,-
1209177,1209197,64,-
1210297,1210320,48,-
1211786,1211824,112,+
1211855,1211901,52,+
1212418,1212447,98,+
1212572,1212606,60,-
1213415,1213434,47,-
1213607,1213651,52,-
1214567,1214609,54,-
1217117,1217145,63,+
1218976,1219007,59,-
1220394,1220416,97,-
1220427,1220458,84,-
1221557,1221591,61,+
1221762,1221794,59,+
1222980,1223021,50,+
1223128,1223158,57,+
1224018,1224039,48,+
1224067,1224092,47,-
1224455,1224478,48,-
1227523,1227551,80,+
1228618,1228635,50,+
1229462,1229478,52,+
1229509,1229534,57,+
1229608,1229647,61,+
1230321,1230352,60,+
1232148,1232171,60,+
1232672,1232697,57,+
1233472,1233492,64,+
1240984,1241005,48,+
1244275,1244304,52,+
1247190,1247214,48,-
1247904,1247932,53,-
1248059,1248077,49,+
1248637,1248657,47,+
1250947,1250977,51,+
1252342,1252359,50,-
1255788,1255803,53,+
1259410,1259442,49,+
1263588,1263616,69,+
1264661,1264682,63,+
1267161,1267192,54,-
1267278,1267307,57,+
1270165,1270195,67,+
1271609,1271641,52,+
1273512,1273533,48,+
1274794,1274813,66,+
1275386,1275402,52,+
1276737,1276757,48,-
1278205,1278225,64,+
1283684,1283707,48,-
1284238,1284265,55,+
1287522,1287540,52,+
1288240,1288269,63,+
1289859,1289878,47,+
1292392,1292413,63,-
1293815,1293845,63,+
1294719,1294752,79,-
1295081,1295121,48,+
1295718,1295760,50,-
1297042,1297066,76,+
1301505,1301531,56,-
1303949,1303984,59,-
1304708,1304748,55,-
1304796,1304821,69,+
1305873,1305903,62,+
1307025,1307056,67,-
1312408,1312428,48,+
1318220,1318240,64,+
1318249,1318266,50,-
1318438,1318463,61,+
1318652,1318671,49,+
1318920,1318948,54,-
1320031,1320064,47,+
1324109,1324150,54,-
1325113,1325143,61,+
1325307,1325338,55,+
1327318,1327341,78,+
1327388,1327419,65,+
1327666,1327687,62,+
1329603,1329627,58,+
1341164,1341194,65,+
1341260,1341304,53,+
1341617,1341651,58,+
1345946,1345978,65,+
1346361,1346389,54,+
1348802,1348822,64,+
1353947,1353968,73,-
1354156,1354187,59,-
1354778,1354806,55,+
1355114,1355153,51,-
1355553,1355573,49,+
1355856,1355879,48,-
1356571,1356590,47,+
1358114,1358136,48,-
1358236,1358267,61,-
1358460,1358480,48,+
1358860,1358892,49,-
1360075,1360115,53,-
1361001,1361025,48,+
1361369,1361401,49,+
1362777,1362812,74,-
1365486,1365525,86,+
1365903,1365932,98,-
1369829,1369858,52,-
1370991,1371024,62,-
1377929,1377951,51,-
1378097,1378131,58,+
1381086,1381106,51,+
1381147,1381182,59,+
1381467,1381486,49,+
1388623,1388646,60,-
1391606,1391628,61,-
1392901,1392917,52,+
1394221,1394239,49,-
1395361,1395388,55,+
1396915,1396950,52,+
1397064,1397094,51,+
1402164,1402193,52,+
1403235,1403260,56,+
1403678,1403711,62,+
1411651,1411670,49,+
1412232,1412259,55,+
1413974,1413998,58,+
1416160,1416196,61,+
1417047,1417078,50,+
1423553,1423582,52,+
1426520,1426556,75,+
1430659,1430675,52,+
1431891,1431922,62,-
1432866,1432887,48,+
1438480,1438507,55,+
1441858,1441881,49,+
1445717,1445747,51,+
1450121,1450158,74,+
1451986,1452004,67,+
1458343,1458369,56,+
1459728,1459747,66,-
1463782,1463804,61,+
1464390,1464431,50,-
1465129,1465168,57,+
1465759,1465800,53,+
1471215,1471242,55,-
1471489,1471511,61,-
1471520,1471553,62,-
1478952,1478984,48,+
1489494,1489526,47,+
1491930,1491949,47,+
1492303,1492332,52,+
1497707,1497742,61,-
1497973,1498000,68,+
1498404,1498449,52,+
1499996,1500018,49,-
1503776,1503801,75,+
1507967,1507985,49,+
1509728,1509767,57,-
1511236,1511259,60,+
1514817,1514840,60,-
1521880,1521902,48,+
1523864,1523887,49,+
1528948,1528972,63,-
1532719,1532755,58,+
1536662,1536692,60,+
1537453,1537473,47,-
1543815,1543845,54,+
1547228,1547274,47,+
1549292,1549311,47,-
1550389,1550412,48,-
1551131,1551162,50,-
1553327,1553359,51,-
1555980,1556015,54,-
1559987,1560028,52,+
1562910,1562943,52,-
1568990,1569009,51,+
1569121,1569156,59,-
1574820,1574844,48,-
1578662,1578680,67,+
1580376,1580400,59,-
1586147,1586181,48,-
1591099,1591133,56,-
1594185,1594219,47,-
1600700,1600726,56,+
1601626,1601641,53,+
1603050,1603068,49,-
1608805,1608848,53,+
1610087,1610127,50,-
1615902,1615941,55,+
1621158,1621187,55,+
1625160,1625200,49,-
1629292,1629318,91,+
1632751,1632780,70,+
1632826,1632847,73,+
1633102,1633134,82,-
1633155,1633177,61,-
1633232,1633269,53,+
1635234,1635271,58,+
1636220,1636248,58,+
1638143,1638164,49,+
1639409,1639440,60,+
1641452,1641470,49,-
1642256,1642282,56,+
1642771,1642803,49,-
1643008,1643054,52,+
1643146,1643172,56,-
1644872,1644910,51,-
1645598,1645620,48,+
1646855,1646896,49,+
1647834,1647874,59,-
1648709,1648728,49,-
1650381,1650403,48,+
1651665,1651704,54,+
1654797,1654830,48,+
1660544,1660577,48,+
