# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	32183	33865	+					nusA		B7G68_RS00140	1683		old_locus_tag=B7G68_00140
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	32183	33865	+	WP_013077235.1	WP_013077235.1		transcription termination factor NusA	nusA		B7G68_RS00140	1683	560	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	33933	34583	+							B7G68_RS00145	651		old_locus_tag=B7G68_00145
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	33933	34583	+	WP_013077236.1	WP_013077236.1		RNA-binding protein			B7G68_RS00145	651	216	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	34786	37845	+					infB		B7G68_RS00150	3060		old_locus_tag=B7G68_00150
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	34786	37845	+	WP_106906990.1	WP_106906990.1		translation initiation factor IF-2	infB		B7G68_RS00150	3060	1019	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	38050	38562	+							B7G68_RS00155	513		old_locus_tag=B7G68_00155
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	38050	38562	+	WP_013077237.1	WP_013077237.1		DUF2939 domain-containing protein			B7G68_RS00155	513	170	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	38559	39125	+							B7G68_RS00160	567		old_locus_tag=B7G68_00160
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	38559	39125	+	WP_013077238.1	WP_013077238.1		hypothetical protein			B7G68_RS00160	567	188	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	39184	39969	+							B7G68_RS00165	786		old_locus_tag=B7G68_00165
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	39184	39969	+	WP_013077239.1	WP_013077239.1		dienelactone hydrolase family protein			B7G68_RS00165	786	261	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	40079	40525	+					rbfA		B7G68_RS00170	447		old_locus_tag=B7G68_00170
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	40079	40525	+	WP_013077240.1	WP_013077240.1		30S ribosome-binding factor RbfA	rbfA		B7G68_RS00170	447	148	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	40528	41460	+					truB		B7G68_RS00175	933		old_locus_tag=B7G68_00175
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	40528	41460	+	WP_013077241.1	WP_013077241.1		tRNA pseudouridine(55) synthase TruB	truB		B7G68_RS00175	933	310	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	41475	41744	+					rpsO		B7G68_RS00180	270		old_locus_tag=B7G68_00180
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	41475	41744	+	WP_013077242.1	WP_013077242.1		30S ribosomal protein S15	rpsO		B7G68_RS00180	270	89	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	41994	44132	+					pnp		B7G68_RS00185	2139		old_locus_tag=B7G68_00185
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	41994	44132	+	WP_013077243.1	WP_013077243.1		polyribonucleotide nucleotidyltransferase	pnp		B7G68_RS00185	2139	712	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	44257	44460	+							B7G68_RS00190	204		old_locus_tag=B7G68_00190
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	44257	44460	+	WP_013077244.1	WP_013077244.1		hypothetical protein			B7G68_RS00190	204	67	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	44519	45325	+							B7G68_RS00195	807		old_locus_tag=B7G68_00195
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	44519	45325	+	WP_013077245.1	WP_013077245.1		DUF1206 domain-containing protein			B7G68_RS00195	807	268	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	45453	46289	+							B7G68_RS00200	837		old_locus_tag=B7G68_00200
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	45453	46289	+	WP_013077246.1	WP_013077246.1		alpha/beta hydrolase			B7G68_RS00200	837	278	
gene	pseudogene	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	46298	46429	-							B7G68_RS00205	132		partial;pseudo;old_locus_tag=B7G68_00205
CDS	without_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	46298	46429	-				hypothetical protein			B7G68_RS00205	132		partial;pseudo
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	46431	47135	-							B7G68_RS00210	705		old_locus_tag=B7G68_00210
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	46431	47135	-	WP_013077247.1	WP_013077247.1		ribonuclease T(2)			B7G68_RS00210	705	234	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	47202	47834	-							B7G68_RS00215	633		old_locus_tag=B7G68_00215
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	47202	47834	-	WP_013077248.1	WP_013077248.1		LysE family translocator			B7G68_RS00215	633	210	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	48103	50415	+							B7G68_RS00220	2313		old_locus_tag=B7G68_00220
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	48103	50415	+	WP_013077249.1	WP_013077249.1		TonB-dependent siderophore receptor			B7G68_RS00220	2313	770	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	50565	51248	+							B7G68_RS00225	684		old_locus_tag=B7G68_00225
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	50565	51248	+	WP_013077250.1	WP_013077250.1		Fe2+-dependent dioxygenase			B7G68_RS00225	684	227	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	51341	54073	+							B7G68_RS00230	2733		old_locus_tag=B7G68_00230
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	51341	54073	+	WP_013077251.1	WP_013077251.1		PAS domain S-box protein			B7G68_RS00230	2733	910	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	54139	55791	+							B7G68_RS00235	1653		old_locus_tag=B7G68_00235
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	54139	55791	+	WP_106906994.1	WP_106906994.1		MHS family MFS transporter			B7G68_RS00235	1653	550	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	55788	56696	-							B7G68_RS00240	909		old_locus_tag=B7G68_00240
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	55788	56696	-	WP_013077252.1	WP_013077252.1		siroheme synthase			B7G68_RS00240	909	302	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	56714	57025	-							B7G68_RS00245	312		old_locus_tag=B7G68_00245
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	56714	57025	-	WP_106906996.1	WP_106906996.1		MliC family protein			B7G68_RS00245	312	103	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	57166	57621	+							B7G68_RS00250	456		old_locus_tag=B7G68_00250
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	57166	57621	+	WP_013077253.1	WP_013077253.1		(2Fe-2S)-binding protein			B7G68_RS00250	456	151	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	57618	59792	+							B7G68_RS00255	2175		old_locus_tag=B7G68_00255
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	57618	59792	+	WP_013077254.1	WP_013077254.1		xanthine dehydrogenase family protein molybdopterin-binding subunit			B7G68_RS00255	2175	724	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	59864	60082	+							B7G68_RS00260	219		old_locus_tag=B7G68_00260
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	59864	60082	+	WP_013077255.1	WP_013077255.1		hypothetical protein			B7G68_RS00260	219	72	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	60054	60698	-							B7G68_RS00265	645		old_locus_tag=B7G68_00265
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	60054	60698	-	WP_013077256.1	WP_013077256.1		nucleotidyltransferase family protein			B7G68_RS00265	645	214	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	60728	61771	+					moaA		B7G68_RS00270	1044		old_locus_tag=B7G68_00270
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	60728	61771	+	WP_013077257.1	WP_013077257.1		GTP 3',8-cyclase MoaA	moaA		B7G68_RS00270	1044	347	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	61774	62013	+							B7G68_RS00275	240		old_locus_tag=B7G68_00275
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	61774	62013	+	WP_013077258.1	WP_013077258.1		MoaD/ThiS family protein			B7G68_RS00275	240	79	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	62010	62453	+							B7G68_RS00280	444		old_locus_tag=B7G68_00280
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	62010	62453	+	WP_013077259.1	WP_013077259.1		molybdenum cofactor biosynthesis protein MoaE			B7G68_RS00280	444	147	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	62468	63022	+					moaB		B7G68_RS00285	555		old_locus_tag=B7G68_00285
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	62468	63022	+	WP_013077260.1	WP_013077260.1		molybdenum cofactor biosynthesis protein B	moaB		B7G68_RS00285	555	184	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	63036	63509	+					moaC		B7G68_RS00290	474		old_locus_tag=B7G68_00290
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	63036	63509	+	WP_013077261.1	WP_013077261.1		cyclic pyranopterin monophosphate synthase MoaC	moaC		B7G68_RS00290	474	157	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	63523	63867	-							B7G68_RS00295	345		old_locus_tag=B7G68_00295
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	63523	63867	-	WP_013077262.1	WP_013077262.1		YciI family protein			B7G68_RS00295	345	114	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	63964	65763	-							B7G68_RS00300	1800		old_locus_tag=B7G68_00300
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	63964	65763	-	WP_013077263.1	WP_013077263.1		methyl-accepting chemotaxis protein			B7G68_RS00300	1800	599	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	65884	66249	-							B7G68_RS00305	366		old_locus_tag=B7G68_00305
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	65884	66249	-	WP_013077264.1	WP_013077264.1		Rieske (2Fe-2S) protein			B7G68_RS00305	366	121	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	66254	66535	-							B7G68_RS00310	282		old_locus_tag=B7G68_00310
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	66254	66535	-	WP_013077265.1	WP_013077265.1		YciI family protein			B7G68_RS00310	282	93	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	66551	67549	-							B7G68_RS00315	999		old_locus_tag=B7G68_00315
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	66551	67549	-	WP_013077266.1	WP_013077266.1		NAD(P)-dependent glycerol-3-phosphate dehydrogenase			B7G68_RS00315	999	332	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	67546	68649	-					tsaD		B7G68_RS00320	1104		old_locus_tag=B7G68_00320
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	67546	68649	-	WP_013077267.1	WP_013077267.1		tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD	tsaD		B7G68_RS00320	1104	367	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	68721	69689	+					hemC		B7G68_RS00325	969		old_locus_tag=B7G68_00325
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	68721	69689	+	WP_041538124.1	WP_041538124.1		hydroxymethylbilane synthase	hemC		B7G68_RS00325	969	322	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	69693	70379	+							B7G68_RS00330	687		old_locus_tag=B7G68_00330
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	69693	70379	+	WP_013077269.1	WP_013077269.1		uroporphyrinogen-III synthase			B7G68_RS00330	687	228	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	70423	71310	+							B7G68_RS00335	888		old_locus_tag=B7G68_00335
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	70423	71310	+	WP_106906998.1	WP_106906998.1		COG4223 family protein			B7G68_RS00335	888	295	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	71307	72842	+							B7G68_RS00340	1536		old_locus_tag=B7G68_00340
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	71307	72842	+	WP_013077270.1	WP_013077270.1		hypothetical protein			B7G68_RS00340	1536	511	
gene	tRNA	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	72884	72959	+							B7G68_RS00345	76		old_locus_tag=B7G68_00345
tRNA		GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	72884	72959	+				tRNA-Thr			B7G68_RS00345	76		anticodon=CGT
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	73050	73379	+							B7G68_RS00350	330		old_locus_tag=B7G68_00350
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	73050	73379	+	WP_013077271.1	WP_013077271.1		hypothetical protein			B7G68_RS00350	330	109	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	73810	74337	+							B7G68_RS00355	528		old_locus_tag=B7G68_00355
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	73810	74337	+	WP_013077272.1	WP_013077272.1		hypothetical protein			B7G68_RS00355	528	175	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	74363	76387	+							B7G68_RS00360	2025		old_locus_tag=B7G68_00360
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	74363	76387	+	WP_106907001.1	WP_106907001.1		TonB-dependent receptor			B7G68_RS00360	2025	674	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	76447	77094	-							B7G68_RS00365	648		old_locus_tag=B7G68_00365
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	76447	77094	-	WP_013077273.1	WP_013077273.1		hypothetical protein			B7G68_RS00365	648	215	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	77227	79428	-							B7G68_RS00370	2202		old_locus_tag=B7G68_00370
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	77227	79428	-	WP_106907003.1	WP_106907003.1		3-hydroxyacyl-CoA dehydrogenase NAD-binding domain-containing protein			B7G68_RS00370	2202	733	
gene	protein_coding	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	79447	80652	-							B7G68_RS00375	1206		old_locus_tag=B7G68_00375
CDS	with_protein	GCF_003015125.1	Primary Assembly	chromosome		NZ_CP027850.1	79447	80652	-	WP_013077274.1	WP_013077274.1		acetyl-CoA C-acetyltransferase			B7G68_RS00375	1206	401	
