# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	31405	32946	+	WP_062142554.1	WP_062142554.1		apolipoprotein N-acyltransferase	lnt		AQ619_RS00130	1542	513	
gene	protein_coding	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	33020	33451	+							AQ619_RS00135	432		old_locus_tag=AQ619_00135
CDS	with_protein	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	33020	33451	+	WP_062142557.1	WP_062142557.1		helix-turn-helix domain-containing protein			AQ619_RS00135	432	143	
gene	protein_coding	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	33571	34794	+					metK		AQ619_RS00140	1224		old_locus_tag=AQ619_00140
CDS	with_protein	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	33571	34794	+	WP_062142560.1	WP_062142560.1		methionine adenosyltransferase	metK		AQ619_RS00140	1224	407	
gene	protein_coding	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	34930	35610	+					trmB		AQ619_RS00145	681		old_locus_tag=AQ619_00145
CDS	with_protein	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	34930	35610	+	WP_062142562.1	WP_062142562.1		tRNA (guanosine(46)-N7)-methyltransferase TrmB	trmB		AQ619_RS00145	681	226	
gene	protein_coding	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	35600	36040	-							AQ619_RS00150	441		old_locus_tag=AQ619_00150
CDS	with_protein	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	35600	36040	-	WP_062142565.1	WP_062142565.1		DUF5990 family protein			AQ619_RS00150	441	146	
gene	protein_coding	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	36050	36583	-					ppa		AQ619_RS00155	534		old_locus_tag=AQ619_00155
CDS	with_protein	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	36050	36583	-	WP_062142568.1	WP_062142568.1		inorganic diphosphatase	ppa		AQ619_RS00155	534	177	
gene	protein_coding	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	36858	37481	+					rimP		AQ619_RS00160	624		old_locus_tag=AQ619_00160
CDS	with_protein	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	36858	37481	+	WP_062142571.1	WP_062142571.1		ribosome maturation factor RimP	rimP		AQ619_RS00160	624	207	
gene	protein_coding	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	37484	39154	+					nusA		AQ619_RS00165	1671		old_locus_tag=AQ619_00165
CDS	with_protein	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	37484	39154	+	WP_062142574.1	WP_062142574.1		transcription termination factor NusA	nusA		AQ619_RS00165	1671	556	
gene	protein_coding	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	39212	39862	+							AQ619_RS00170	651		old_locus_tag=AQ619_00170
CDS	with_protein	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	39212	39862	+	WP_062142577.1	WP_062142577.1		RNA-binding protein			AQ619_RS00170	651	216	
gene	protein_coding	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	40064	43150	+					infB		AQ619_RS00175	3087		old_locus_tag=AQ619_00175
CDS	with_protein	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	40064	43150	+	WP_062142580.1	WP_062142580.1		translation initiation factor IF-2	infB		AQ619_RS00175	3087	1028	
gene	protein_coding	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	43264	43776	+							AQ619_RS00180	513		old_locus_tag=AQ619_00180
CDS	with_protein	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	43264	43776	+	WP_062142583.1	WP_062142583.1		DUF2939 domain-containing protein			AQ619_RS00180	513	170	
gene	protein_coding	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	43994	44476	+							AQ619_RS00185	483		old_locus_tag=AQ619_00185
CDS	with_protein	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	43994	44476	+	WP_236849580.1	WP_236849580.1		hypothetical protein			AQ619_RS00185	483	160	
gene	protein_coding	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	44539	45327	+							AQ619_RS00190	789		old_locus_tag=AQ619_00190
CDS	with_protein	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	44539	45327	+	WP_062142588.1	WP_062142588.1		dienelactone hydrolase family protein			AQ619_RS00190	789	262	
gene	protein_coding	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	45515	46012	+					rbfA		AQ619_RS00195	498		old_locus_tag=AQ619_00195
CDS	with_protein	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	45515	46012	+	WP_062142591.1	WP_062142591.1		30S ribosome-binding factor RbfA	rbfA		AQ619_RS00195	498	165	
gene	protein_coding	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	46015	46947	+					truB		AQ619_RS00200	933		old_locus_tag=AQ619_00200
CDS	with_protein	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	46015	46947	+	WP_062142594.1	WP_062142594.1		tRNA pseudouridine(55) synthase TruB	truB		AQ619_RS00200	933	310	
gene	protein_coding	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	46962	47231	+					rpsO		AQ619_RS00205	270		old_locus_tag=AQ619_00205
CDS	with_protein	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	46962	47231	+	WP_007667263.1	WP_007667263.1		30S ribosomal protein S15	rpsO		AQ619_RS00205	270	89	
gene	protein_coding	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	47477	49615	+					pnp		AQ619_RS00210	2139		old_locus_tag=AQ619_00210
CDS	with_protein	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	47477	49615	+	WP_062142598.1	WP_062142598.1		polyribonucleotide nucleotidyltransferase	pnp		AQ619_RS00210	2139	712	
gene	protein_coding	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	49767	50114	+							AQ619_RS00215	348		old_locus_tag=AQ619_00215
CDS	with_protein	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	49767	50114	+	WP_062142601.1	WP_062142601.1		hypothetical protein			AQ619_RS00215	348	115	
gene	protein_coding	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	51026	51742	-							AQ619_RS00220	717		old_locus_tag=AQ619_00220
CDS	with_protein	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	51026	51742	-	WP_062142604.1	WP_062142604.1		ribonuclease T			AQ619_RS00220	717	238	
gene	protein_coding	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	51949	54306	+							AQ619_RS00225	2358		old_locus_tag=AQ619_00225
CDS	with_protein	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	51949	54306	+	WP_062142607.1	WP_062142607.1		TonB-dependent siderophore receptor			AQ619_RS00225	2358	785	
gene	protein_coding	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	54394	55077	+							AQ619_RS00230	684		old_locus_tag=AQ619_00230
CDS	with_protein	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	54394	55077	+	WP_062142610.1	WP_062142610.1		Fe2+-dependent dioxygenase			AQ619_RS00230	684	227	
gene	protein_coding	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	55174	57849	+							AQ619_RS00235	2676		old_locus_tag=AQ619_00235
CDS	with_protein	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	55174	57849	+	WP_062142613.1	WP_062142613.1		PAS domain S-box protein			AQ619_RS00235	2676	891	
gene	protein_coding	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	57919	59571	+							AQ619_RS00240	1653		old_locus_tag=AQ619_00240
CDS	with_protein	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	57919	59571	+	WP_062142616.1	WP_062142616.1		MFS transporter			AQ619_RS00240	1653	550	
gene	protein_coding	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	59688	60584	-							AQ619_RS00245	897		old_locus_tag=AQ619_00245
CDS	with_protein	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	59688	60584	-	WP_062142619.1	WP_062142619.1		siroheme synthase			AQ619_RS00245	897	298	
gene	protein_coding	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	60595	60990	-							AQ619_RS00250	396		old_locus_tag=AQ619_00250
CDS	with_protein	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	60595	60990	-	WP_062142622.1	WP_062142622.1		MliC family protein			AQ619_RS00250	396	131	
gene	protein_coding	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	61148	61681	+							AQ619_RS00255	534		old_locus_tag=AQ619_00255
CDS	with_protein	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	61148	61681	+	WP_062142625.1	WP_062142625.1		(2Fe-2S)-binding protein			AQ619_RS00255	534	177	
gene	protein_coding	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	61678	63864	+							AQ619_RS00260	2187		old_locus_tag=AQ619_00260
CDS	with_protein	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	61678	63864	+	WP_062142628.1	WP_062142628.1		xanthine dehydrogenase family protein molybdopterin-binding subunit			AQ619_RS00260	2187	728	
gene	pseudogene	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	63929	64060	+							AQ619_RS18580	132		partial;pseudo
CDS	without_protein	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	63929	64060	+				helix-turn-helix transcriptional regulator			AQ619_RS18580	132		partial;pseudo
gene	protein_coding	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	64233	64511	+							AQ619_RS00270	279		old_locus_tag=AQ619_00270
CDS	with_protein	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	64233	64511	+	WP_062142633.1	WP_062142633.1		hypothetical protein			AQ619_RS00270	279	92	
gene	protein_coding	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	64727	65074	+							AQ619_RS00275	348		old_locus_tag=AQ619_00275
CDS	with_protein	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	64727	65074	+	WP_062142637.1	WP_062142637.1		hypothetical protein			AQ619_RS00275	348	115	
gene	protein_coding	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	65141	65584	+							AQ619_RS00280	444		old_locus_tag=AQ619_00280
CDS	with_protein	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	65141	65584	+	WP_166504098.1	WP_166504098.1		hypothetical protein			AQ619_RS00280	444	147	
gene	protein_coding	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	65556	65774	+							AQ619_RS00285	219		old_locus_tag=AQ619_00285
CDS	with_protein	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	65556	65774	+	WP_062142643.1	WP_062142643.1		hypothetical protein			AQ619_RS00285	219	72	
gene	protein_coding	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	65771	66370	-							AQ619_RS00290	600		old_locus_tag=AQ619_00290
CDS	with_protein	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	65771	66370	-	WP_062142646.1	WP_062142646.1		nucleotidyltransferase family protein			AQ619_RS00290	600	199	
gene	protein_coding	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	66400	67434	+					moaA		AQ619_RS00295	1035		old_locus_tag=AQ619_00295
CDS	with_protein	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	66400	67434	+	WP_062142649.1	WP_062142649.1		GTP 3',8-cyclase MoaA	moaA		AQ619_RS00295	1035	344	
gene	protein_coding	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	67436	67675	+							AQ619_RS00300	240		old_locus_tag=AQ619_00300
CDS	with_protein	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	67436	67675	+	WP_062142652.1	WP_062142652.1		MoaD/ThiS family protein			AQ619_RS00300	240	79	
gene	protein_coding	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	67672	68118	+							AQ619_RS00305	447		old_locus_tag=AQ619_00305
CDS	with_protein	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	67672	68118	+	WP_062142655.1	WP_062142655.1		molybdenum cofactor biosynthesis protein MoaE			AQ619_RS00305	447	148	
gene	protein_coding	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	68122	68676	+					moaB		AQ619_RS00310	555		old_locus_tag=AQ619_00310
CDS	with_protein	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	68122	68676	+	WP_062142658.1	WP_062142658.1		molybdenum cofactor biosynthesis protein B	moaB		AQ619_RS00310	555	184	
gene	protein_coding	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	68673	69143	+					moaC		AQ619_RS00315	471		old_locus_tag=AQ619_00315
CDS	with_protein	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	68673	69143	+	WP_062142661.1	WP_062142661.1		cyclic pyranopterin monophosphate synthase MoaC	moaC		AQ619_RS00315	471	156	
gene	pseudogene	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	70391	71441	-							AQ619_RS00320	1051		pseudo;old_locus_tag=AQ619_00320
CDS	without_protein	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	70391	71441	-				XdhC family protein			AQ619_RS00320	1051		pseudo
gene	protein_coding	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	71466	72341	+							AQ619_RS00325	876		old_locus_tag=AQ619_00325
CDS	with_protein	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	71466	72341	+	WP_062151063.1	WP_062151063.1		bifunctional regulator KidO			AQ619_RS00325	876	291	
gene	protein_coding	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	72504	73208	+							AQ619_RS00330	705		old_locus_tag=AQ619_00330
CDS	with_protein	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	72504	73208	+	WP_062142667.1	WP_062142667.1		NTP transferase domain-containing protein			AQ619_RS00330	705	234	
gene	protein_coding	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	73377	74489	-					ald		AQ619_RS00335	1113		old_locus_tag=AQ619_00335
CDS	with_protein	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	73377	74489	-	WP_062142670.1	WP_062142670.1		alanine dehydrogenase	ald		AQ619_RS00335	1113	370	
gene	protein_coding	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	74609	75082	+							AQ619_RS00340	474		old_locus_tag=AQ619_00340
CDS	with_protein	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	74609	75082	+	WP_062142673.1	WP_062142673.1		Lrp/AsnC family transcriptional regulator			AQ619_RS00340	474	157	
gene	protein_coding	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	75163	75975	+							AQ619_RS00345	813		old_locus_tag=AQ619_00345
CDS	with_protein	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	75163	75975	+	WP_062142677.1	WP_062142677.1		carbonic anhydrase			AQ619_RS00345	813	270	
gene	protein_coding	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	76048	81102	+							AQ619_RS00350	5055		old_locus_tag=AQ619_00350
CDS	with_protein	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	76048	81102	+	WP_062142679.1	WP_062142679.1		alpha-2-macroglobulin family protein			AQ619_RS00350	5055	1684	
gene	protein_coding	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	81236	83305	+					pbpC		AQ619_RS00355	2070		old_locus_tag=AQ619_00355
CDS	with_protein	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	81236	83305	+	WP_062151066.1	WP_062151066.1		penicillin-binding protein 1C	pbpC		AQ619_RS00355	2070	689	
gene	protein_coding	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	83346	83972	-							AQ619_RS00360	627		old_locus_tag=AQ619_00360
CDS	with_protein	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	83346	83972	-	WP_062142682.1	WP_062142682.1		carbonic anhydrase			AQ619_RS00360	627	208	
gene	protein_coding	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	83982	84638	-					maiA		AQ619_RS00365	657		old_locus_tag=AQ619_00365
CDS	with_protein	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	83982	84638	-	WP_062142685.1	WP_062142685.1		maleylacetoacetate isomerase	maiA		AQ619_RS00365	657	218	
gene	protein_coding	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	84648	85328	-							AQ619_RS00370	681		old_locus_tag=AQ619_00370
CDS	with_protein	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	84648	85328	-	WP_062142688.1	WP_062142688.1		fumarylacetoacetate hydrolase family protein			AQ619_RS00370	681	226	
gene	protein_coding	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	85512	86390	+							AQ619_RS00375	879		old_locus_tag=AQ619_00375
CDS	with_protein	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	85512	86390	+	WP_062142691.1	WP_062142691.1		ABC transporter ATP-binding protein			AQ619_RS00375	879	292	
gene	protein_coding	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	86403	89990	+							AQ619_RS00380	3588		old_locus_tag=AQ619_00380
CDS	with_protein	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	86403	89990	+	WP_062142694.1	WP_062142694.1		aminopeptidase			AQ619_RS00380	3588	1195	
gene	protein_coding	GCF_001414055.1	Primary Assembly	chromosome		NZ_CP013002.1	89987	90412	+							AQ619_RS00385	426		old_locus_tag=AQ619_00385
