start,end,score,strand
252721,252753,49,-
254781,254813,49,-
257288,257307,49,-
257667,257685,49,+
258029,258053,58,+
261325,261345,48,-
265663,265685,49,+
268168,268201,50,-
271024,271045,63,+
273212,273254,53,+
274892,274915,50,+
275168,275210,51,+
277162,277196,65,+
279371,279401,49,-
281628,281648,47,+
283138,283161,60,+
290615,290638,60,+
290778,290799,53,+
292895,292916,62,+
292980,293023,54,-
298576,298615,98,-
300430,300454,58,-
302115,302148,48,+
303948,303968,73,+
306080,306117,58,-
306583,306608,69,-
308093,308127,62,+
310430,310469,54,+
311219,311242,60,+
313909,313943,59,-
316486,316514,54,-
317286,317316,57,+
317346,317386,58,-
320079,320100,62,+
321247,321270,60,+
321540,321564,59,+
321922,321959,74,+
322728,322762,61,-
322953,322985,63,-
323990,324026,64,-
325211,325251,59,-
326684,326726,55,-
327315,327343,83,-
329462,329480,49,+
329996,330014,50,-
330734,330764,64,-
331698,331723,57,-
331974,331993,49,-
332656,332677,62,-
337899,337930,49,-
338035,338079,91,-
338558,338587,52,-
343977,343997,51,+
344150,344169,52,-
344234,344253,93,+
345223,345252,66,-
345592,345622,70,+
345655,345678,60,-
351482,351520,57,-
352211,352236,57,-
352493,352518,47,-
356398,356414,52,+
357478,357508,66,-
357754,357774,47,-
357798,357833,62,-
357879,357899,47,-
358121,358147,56,-
358667,358693,66,+
359721,359751,65,-
360207,360248,54,+
361293,361326,67,+
361985,362021,76,+
362174,362203,62,+
362267,362300,58,+
362348,362375,65,+
362400,362418,50,+
363742,363763,81,+
363793,363825,50,+
363839,363862,60,-
364203,364233,68,+
364401,364443,53,+
365502,365522,47,+
367406,367437,50,+
367863,367892,60,+
369353,369382,52,+
369578,369611,61,-
370576,370608,47,-
371167,371204,104,+
371702,371737,48,-
371909,371942,67,+
371989,372026,62,-
372196,372228,93,+
372555,372586,51,+
372670,372691,48,+
372687,372709,51,-
374481,374504,60,+
374667,374695,54,-
375078,375108,57,+
375320,375343,50,-
375353,375380,66,+
376254,376284,51,-
377116,377153,59,-
378907,378947,48,+
379313,379347,47,-
381113,381135,48,-
387902,387931,68,+
390378,390394,53,+
391128,391160,49,+
392080,392124,48,-
392261,392286,57,+
392449,392474,47,+
392808,392824,52,-
396077,396097,49,-
396396,396419,49,+
396460,396484,59,-
397116,397148,62,-
397621,397653,49,-
400784,400812,60,+
401300,401331,50,+
401642,401660,67,-
403239,403266,60,-
406727,406752,69,-
406792,406814,61,-
409474,409497,60,-
410883,410909,56,-
412036,412067,54,-
412365,412402,73,+
414666,414694,65,-
415403,415427,59,-
417001,417023,49,+
417998,418017,47,+
418402,418433,62,-
418855,418894,73,+
418934,418957,60,-
419254,419271,50,+
420771,420790,66,+
426164,426196,61,-
427631,427651,47,+
428498,428519,49,+
428598,428624,66,+
431105,431147,55,+
431811,431852,55,-
432352,432381,52,+
433290,433309,47,+
438785,438820,58,-
439453,439484,62,+
441189,441204,53,-
444164,444189,67,-
445764,445792,83,+
445891,445913,48,+
446254,446281,60,-
446997,447030,64,+
447345,447374,62,-
447910,447949,71,-
448242,448275,61,+
454375,454409,51,+
455380,455403,60,-
455440,455473,48,-
456647,456672,57,+
457231,457255,48,-
457383,457420,58,+
457607,457631,76,+
458778,458804,58,-
460107,460124,52,+
460746,460785,52,+
461490,461523,58,+
463616,463634,49,-
463672,463692,49,+
463950,463977,68,+
465954,465978,48,-
466621,466645,69,+
467145,467175,55,+
468760,468777,50,+
469067,469085,50,+
469225,469250,57,+
473763,473800,58,-
473836,473869,68,-
478360,478393,60,-
479346,479376,66,-
480959,481002,54,-
482272,482289,52,-
482808,482844,58,-
484284,484318,59,+
484534,484549,53,+
484885,484905,64,+
485466,485493,55,+
485742,485761,49,+
489416,489441,47,-
489542,489560,49,-
489642,489662,47,-
490926,490952,67,-
491383,491411,54,-
492010,492048,53,-
492448,492467,47,-
492861,492893,49,-
494319,494351,49,-
496986,497017,50,-
498797,498839,53,-
499794,499827,64,-
500067,500109,55,+
501953,501978,47,+
504477,504518,68,+
504579,504609,49,+
505219,505243,59,+
505538,505557,49,+
506081,506101,51,+
506721,506744,50,+
506766,506795,52,+
509221,509256,73,-
510060,510099,55,-
513122,513146,59,-
514127,514156,68,+
514859,514895,62,+
514973,515005,79,-
515925,515949,71,+
516188,516211,59,-
516635,516662,69,+
517739,517764,47,+
519329,519353,58,-
521166,521192,56,+
522576,522612,58,+
523664,523706,52,+
525385,525428,49,-
525875,525911,54,-
525921,525939,50,-
525952,525987,58,+
526102,526135,67,+
526182,526219,61,-
526308,526333,71,-
526392,526410,52,+
528139,528163,69,+
528674,528693,66,+
529508,529529,48,-
530271,530292,63,+
530607,530627,51,+
531436,531460,59,-
532535,532555,47,-
532624,532645,63,+
534109,534129,47,-
534145,534172,55,+
534498,534521,60,-
534993,535024,50,-
538332,538366,64,-
538647,538685,56,-
539384,539412,57,-
540196,540214,50,+
540323,540341,51,-
540769,540803,58,-
541748,541770,48,-
542101,542136,61,+
542875,542902,67,+
543149,543166,52,+
543254,543276,48,+
543376,543396,51,-
543490,543514,59,-
544048,544075,55,-
545672,545697,47,-
545802,545827,67,-
548054,548098,50,-
548625,548648,60,-
549063,549094,55,+
549299,549336,51,+
549510,549539,67,-
550453,550474,48,+
550511,550540,98,+
550585,550614,54,-
551707,551727,64,-
553316,553340,48,+
554956,554981,57,+
555140,555165,47,+
555274,555297,60,+
559687,559712,69,+
560524,560544,48,+
560938,560964,56,+
561318,561343,67,+
562015,562042,55,+
564387,564419,62,-
564469,564490,63,-
566094,566123,98,+
566266,566299,59,+
572245,572273,54,+
572619,572649,65,+
572679,572709,62,+
573000,573029,62,-
577296,577315,47,+
578089,578123,64,+
578370,578390,48,-
578562,578585,59,+
580765,580790,47,+
584499,584525,73,+
586944,586986,68,-
587043,587064,51,+
587620,587640,52,-
588232,588252,47,+
588962,588994,48,-
589729,589756,55,+
589806,589827,63,+
591763,591801,53,-
591835,591857,49,+
593062,593092,51,-
593366,593399,68,-
593499,593523,59,-
595310,595350,49,+
595721,595755,60,+
597734,597754,54,-
600133,600155,61,+
601557,601578,49,-
602318,602352,51,-
603047,603076,52,-
604045,604082,71,-
606122,606167,47,+
606441,606460,47,+
608372,608412,54,-
609187,609219,49,+
609422,609453,60,+
609709,609729,47,+
610544,610571,53,+
610967,610997,57,+
611351,611380,52,+
612791,612821,51,+
613631,613662,68,+
613909,613926,50,+
616840,616861,48,+
617116,617148,49,+
617933,617958,57,+
618591,618621,67,+
618650,618677,57,-
619780,619805,57,+
622390,622419,65,+
622816,622847,55,-
623816,623846,51,+
624468,624488,47,+
625173,625193,52,+
625474,625516,68,-
627626,627659,80,+
629314,629334,64,+
629949,629977,69,+
630486,630506,47,-
632135,632154,47,+
632262,632287,66,+
632799,632821,61,-
633211,633231,64,+
633446,633481,62,-
634202,634232,59,+
636651,636675,48,+
636871,636906,61,-
637284,637314,51,+
637501,637532,55,+
638218,638243,67,+
638291,638322,51,-
638579,638606,67,-
639016,639048,54,-
639173,639205,49,+
639537,639558,63,+
643387,643415,69,+
644362,644389,69,-
644542,644558,52,-
646384,646403,47,+
646756,646779,49,+
648139,648168,52,+
649275,649301,56,+
649608,649638,54,+
649809,649832,60,+
649898,649923,57,+
650205,650236,50,+
650564,650590,56,-
651387,651417,59,+
651466,651483,50,+
651542,651587,52,-
652042,652072,65,-
652530,652555,67,-
652584,652618,51,-
657054,657085,60,+
659835,659863,63,-
663664,663686,61,-
664949,664978,52,+
668227,668256,61,+
668296,668325,98,+
670919,670938,49,+
672641,672663,49,+
672915,672941,55,+
673533,673572,85,+
674755,674797,57,+
677541,677581,55,+
678801,678834,64,+
678866,678887,62,-
679073,679092,47,+
679159,679179,64,-
679363,679387,48,+
680118,680153,55,+
682562,682590,69,+
684246,684288,50,-
684584,684604,47,+
688547,688576,60,-
689769,689799,65,+
690079,690105,56,-
690549,690575,66,+
691389,691419,51,-
692477,692513,59,+
694084,694103,49,+
694416,694438,49,-
697121,697146,71,+
700528,700553,57,-
701597,701618,63,-
702203,702221,51,-
702621,702649,54,+
702671,702700,51,+
703809,703851,52,+
704247,704263,52,+
704379,704409,60,+
705062,705083,63,+
706694,706733,57,-
707215,707246,62,-
708320,708362,50,+
709026,709053,63,+
709108,709126,50,+
709179,709216,88,+
710160,710185,69,+
710492,710512,47,+
710873,710894,62,-
718691,718712,51,-
718722,718747,56,-
719711,719735,48,+
720215,720234,49,-
720619,720649,49,-
720994,721030,61,-
721189,721212,49,+
721288,721319,62,-
721593,721621,68,+
722678,722701,48,+
723349,723379,54,-
724400,724426,56,+
725072,725088,53,-
726713,726731,51,+
727264,727283,51,+
727795,727827,63,+
728744,728769,47,-
729102,729120,51,-
729900,729924,59,-
730339,730382,53,+
730937,730964,63,+
733055,733084,62,-
735997,736016,47,+
736068,736097,52,-
736751,736789,55,+
736969,737006,53,-
738033,738057,48,-
738431,738476,52,-
738502,738541,55,-
738607,738623,52,+
738824,738862,59,+
739433,739473,55,-
739916,739932,52,-
740231,740254,60,+
741111,741140,98,+
741395,741426,65,+
741450,741480,66,+
741525,741549,67,+
741979,742024,49,+
743556,743590,64,+
744302,744322,64,-
747034,747078,52,+
747158,747181,71,-
749200,749231,50,+
749658,749682,48,+
750834,750858,58,+
751437,751463,69,-
752107,752134,63,+
752359,752394,59,+
752581,752619,61,+
753221,753241,64,-
753842,753872,51,-
754977,754993,52,+
756767,756804,56,-
757364,757393,98,-
759232,759254,72,+
759446,759470,59,-
759516,759543,55,+
759883,759903,47,+
760459,760491,63,-
761264,761295,65,+
761969,761994,47,+
762202,762226,59,+
762310,762338,54,+
762879,762896,50,+
763873,763892,47,+
764065,764083,49,-
764122,764138,70,-
764246,764284,58,+
765833,765854,63,-
766090,766134,52,+
771902,771922,47,+
773940,773963,60,-
774357,774378,63,+
778632,778663,71,+
778824,778851,70,+
779409,779445,57,+
780257,780290,65,-
780947,780989,50,+
781398,781421,60,-
781538,781576,59,+
782445,782487,57,-
783120,783161,55,+
783743,783769,56,+
783851,783871,64,+
784211,784244,62,+
785892,785910,49,-
788497,788520,60,+
789263,789286,60,-
790260,790284,60,-
790511,790536,67,+
790564,790598,48,-
790636,790654,50,+
792505,792540,58,-
793441,793465,76,+
794124,794158,64,+
795928,795967,59,+
797153,797184,65,+
797492,797523,63,+
798546,798586,58,+
798769,798788,47,-
798864,798895,51,+
798937,798951,73,-
799090,799117,55,+
799128,799161,48,+
799627,799658,59,+
800907,800931,48,-
806186,806221,57,+
806347,806394,49,+
810810,810832,64,+
811173,811193,47,-
811657,811680,60,-
814142,814161,66,-
814564,814584,48,-
815002,815030,70,-
815258,815281,60,-
815958,815978,64,+
816089,816131,57,-
816965,816984,47,+
818394,818430,61,-
822602,822626,48,+
823862,823890,54,+
824036,824055,49,+
824532,824548,52,+
824657,824686,52,+
825818,825855,58,-
826739,826767,86,+
827293,827321,66,+
830665,830684,51,-
831200,831220,64,-
831436,831481,48,+
831504,831536,49,+
831792,831823,82,-
832690,832728,56,+
832751,832780,98,-
833176,833208,93,-
833265,833290,71,+
833340,833371,57,-
833697,833728,50,-
833865,833886,49,+
833907,833947,57,-
834018,834056,98,+
835335,835354,66,-
835979,836012,60,-
837343,837371,63,+
837919,837945,56,+
838283,838301,51,+
838465,838483,67,+
838599,838618,66,-
838703,838723,64,+
839379,839398,47,-
840816,840842,68,+
844010,844028,49,+
844508,844542,62,+
844626,844654,63,+
844996,845015,47,-
845394,845427,65,-
851009,851039,51,+
851264,851298,65,-
853804,853832,54,-
855709,855757,47,-
856310,856342,59,-
856497,856524,66,-
856678,856714,64,+
859572,859594,97,-
859617,859636,47,-
861982,862008,55,-
862415,862436,48,-
862899,862915,52,+
863036,863062,56,-
863723,863744,63,+
864027,864043,52,+
864253,864284,60,-
864541,864579,53,+
864949,864988,55,-
865114,865137,50,-
866250,866273,60,-
868146,868167,64,-
870840,870860,48,-
872691,872708,52,+
874228,874261,65,-
875039,875061,61,+
877976,878020,53,+
878752,878780,54,+
878859,878883,48,-
879629,879649,64,+
879891,879928,53,+
880930,880961,50,+
881029,881054,57,-
881404,881423,49,+
882910,882939,52,-
884718,884762,50,+
886263,886297,58,+
887429,887457,68,+
889352,889372,47,-
892183,892216,52,+
895686,895729,54,+
896641,896681,55,+
897455,897493,58,-
899358,899387,52,+
900579,900599,48,+
902203,902224,48,-
904568,904604,65,-
914286,914306,49,+
914357,914381,48,-
915587,915609,61,-
916147,916184,73,-
917266,917284,50,-
918476,918494,52,+
919972,920005,47,-
924244,924270,56,+
925503,925541,57,+
927426,927471,63,-
928083,928108,57,+
939590,939611,48,-
943777,943811,62,+
946337,946359,61,-
952170,952190,49,-
953586,953609,48,-
958298,958317,49,-
967827,967853,58,+
967940,967972,51,+
970259,970298,53,-
972365,972385,47,-
972514,972538,71,+
974626,974644,51,+
975853,975883,49,+
977417,977436,66,+
977585,977619,50,-
979540,979572,64,-
979637,979678,55,+
980925,980963,57,-
981890,981927,56,+
983888,983907,47,-
983973,983996,49,-
984181,984204,60,-
984231,984271,50,-
984877,984908,65,-
985254,985297,49,-
985719,985764,52,+
985805,985823,49,-
985906,985933,55,+
986562,986590,65,-
987478,987501,72,-
988090,988118,54,+
995379,995415,58,+
995489,995507,50,+
997248,997269,63,+
997630,997671,51,-
997939,997972,47,+
1001329,1001356,66,+
1002651,1002685,61,-
1002908,1002926,50,-
1003092,1003116,48,+
1006869,1006907,58,+
1007037,1007074,61,+
1007150,1007183,60,+
1007189,1007216,69,+
1007998,1008020,49,+
1008919,1008938,47,-
1012261,1012298,54,-
1014555,1014591,61,+
1016276,1016302,56,+
1016666,1016688,48,+
1017056,1017074,50,+
1017969,1018005,61,+
1018054,1018092,59,+
1020305,1020335,60,-
1022298,1022317,66,-
1023473,1023498,60,-
1023793,1023832,58,-
1024276,1024293,50,+
1024489,1024523,63,+
1026410,1026448,51,-
1026961,1026982,49,-
1027414,1027452,58,-
1028474,1028501,88,-
1028548,1028585,51,-
1031186,1031209,50,+
1034094,1034121,57,-
1034502,1034550,48,-
1035980,1036009,69,+
1036081,1036120,51,+
1036295,1036313,49,+
1040752,1040785,70,-
1040861,1040899,51,-
1041806,1041832,56,+
1045650,1045693,81,+
1046636,1046660,48,-
1048356,1048390,58,-
1048457,1048483,71,-
1048878,1048918,54,-
1049539,1049561,48,+
1050020,1050050,51,-
1050098,1050116,67,+
1050283,1050305,51,+
1050459,1050483,69,+
1050579,1050603,59,+
1050728,1050772,49,-
1054679,1054711,65,+
1054753,1054780,71,+
1054908,1054936,54,-
1055039,1055065,55,+
1055377,1055396,47,+
1056649,1056677,54,-
1057515,1057545,57,-
1058033,1058071,56,+
1059259,1059281,61,+
1060746,1060772,56,-
1062512,1062539,55,+
1063981,1064013,49,+
1065688,1065711,59,-
1065730,1065758,55,+
1066460,1066490,66,+
1066923,1066956,58,+
1067039,1067068,52,+
1067156,1067187,49,-
1067245,1067262,50,+
1067406,1067435,97,+
1069394,1069443,104,-
1069457,1069503,47,-
1072383,1072413,51,-
1073966,1073992,56,-
1074199,1074220,48,+
1074330,1074353,48,+
1075082,1075105,49,+
1075548,1075583,60,-
1076122,1076161,53,+
1079963,1080000,75,-
1080597,1080627,63,+
1082173,1082197,48,+
1084008,1084032,59,+
1084625,1084648,60,+
1085180,1085220,54,-
1085471,1085504,62,+
1088374,1088406,80,-
1090401,1090419,67,-
1090643,1090679,59,-
1090988,1091024,62,+
1091322,1091346,61,-
1091681,1091704,49,-
1091937,1091962,57,-
1092318,1092345,66,+
1092425,1092450,57,-
1092478,1092515,73,-
1092669,1092703,92,-
1092929,1092972,54,-
1095630,1095647,69,+
1095889,1095908,51,+
1097454,1097491,61,+
1098111,1098130,47,+
1099360,1099393,75,+
1099424,1099458,120,+
1099987,1100007,51,+
1104010,1104032,61,+
1104099,1104127,83,+
1104948,1104990,53,-
1105159,1105199,55,+
1105290,1105320,51,+
1105825,1105849,48,+
1106770,1106796,66,-
1107163,1107200,59,-
1107654,1107677,60,-
1107855,1107895,57,+
1108554,1108586,47,-
1109029,1109049,64,-
1110950,1110979,98,+
1111353,1111382,98,-
1111512,1111540,81,-
1111897,1111928,65,-
1112638,1112663,67,+
1112743,1112772,98,+
1113054,1113083,98,-
1113625,1113643,49,+
1115078,1115097,49,-
1117197,1117223,69,-
1118074,1118110,76,+
1118168,1118191,60,-
1118771,1118798,55,-
1121343,1121372,52,-
1121611,1121638,71,-
1121841,1121867,56,-
1122250,1122281,67,-
1122296,1122339,80,+
1123999,1124029,60,-
1124275,1124301,56,-
1124641,1124670,52,-
1125007,1125032,56,-
1126280,1126313,58,+
1126408,1126427,47,+
1126759,1126783,59,-
1128059,1128082,49,+
1128227,1128253,91,+
1128838,1128864,56,+
1128938,1128973,55,-
1129301,1129322,49,-
1131360,1131380,49,-
1132279,1132298,49,-
1133038,1133058,48,+
1133400,1133432,65,-
1134073,1134102,52,-
1134877,1134899,48,-
1135348,1135369,62,+
1135731,1135751,48,-
1136038,1136070,59,+
1136714,1136759,49,+
1137282,1137303,63,-
1141293,1141335,55,+
1141913,1141935,51,+
1144958,1144984,69,-
1145323,1145349,56,-
1146497,1146525,52,+
1147154,1147196,53,+
1147243,1147268,67,-
1147362,1147395,56,-
1147450,1147480,65,+
1149116,1149161,52,+
1150559,1150593,62,-
1151483,1151512,52,+
1151694,1151729,50,-
1151909,1151943,56,-
1152093,1152119,66,+
1152164,1152207,55,+
1152612,1152641,68,+
1155689,1155719,60,+
1156480,1156512,65,-
1160476,1160505,52,-
1161642,1161677,59,+
1162202,1162221,66,+
1162277,1162306,52,+
1164006,1164029,71,-
1167289,1167317,69,+
1170058,1170088,63,+
1170524,1170561,54,+
1170616,1170649,61,+
1170724,1170744,64,+
1172663,1172686,60,-
1173469,1173508,70,+
1175484,1175504,51,+
1176090,1176114,59,+
1176873,1176903,52,+
1180856,1180888,54,+
1181234,1181251,52,+
1182160,1182190,85,+
1182226,1182255,66,-
1182573,1182612,57,-
1183144,1183182,55,+
1183245,1183278,52,+
1183326,1183365,54,-
1184040,1184076,57,-
1185902,1185927,47,-
1193140,1193166,58,+
1196607,1196647,54,-
1197663,1197707,53,+
1197860,1197894,78,+
1198730,1198753,60,+
1201243,1201261,49,+
1206283,1206310,55,-
1207026,1207045,66,+
1208176,1208203,64,+
1208627,1208662,59,+
1208871,1208903,60,-
1209917,1209936,49,+
1210478,1210504,56,+
1210580,1210608,80,+
1210673,1210706,64,+
1211087,1211117,68,+
1211209,1211232,49,+
1211340,1211359,47,+
1211600,1211634,65,+
1211906,1211947,55,+
1212528,1212554,101,+
1214590,1214609,51,+
1214811,1214832,48,+
1217279,1217312,78,+
1217877,1217908,54,+
1217920,1217959,58,-
1217993,1218031,74,+
1220345,1220393,89,-
1222541,1222565,59,+
1228785,1228814,69,+
1229586,1229610,59,+
1235968,1235999,67,-
1236043,1236062,49,+
1236331,1236350,47,+
1237209,1237250,54,+
1237663,1237696,48,+
1238530,1238552,48,+
1239097,1239133,54,+
1239295,1239319,59,+
1241625,1241672,90,+
1243025,1243067,69,-
1243459,1243488,63,-
1243626,1243646,49,+
1244276,1244309,52,-
1245006,1245044,70,+
1245138,1245167,68,+
1245384,1245415,51,+
1246160,1246183,60,+
1249677,1249701,58,+
1249823,1249860,58,+
1250045,1250077,47,+
1251422,1251444,51,-
1251485,1251517,50,+
1251680,1251700,49,-
1253194,1253228,62,+
1254086,1254103,52,+
1254255,1254273,50,-
1254633,1254651,49,+
1254825,1254854,68,+
1256006,1256035,62,-
1256194,1256215,72,-
1256484,1256504,64,-
1260725,1260745,47,+
1260773,1260806,51,-
1262469,1262490,63,+
1263500,1263530,54,+
1263652,1263682,64,-
1264288,1264314,66,-
1266124,1266143,49,-
1266402,1266426,59,+
1266805,1266827,48,-
1269134,1269164,60,+
1271603,1271626,60,+
1273083,1273101,49,+
1274975,1275007,49,+
1276556,1276577,49,-
1276769,1276807,50,-
1277868,1277885,50,-
1280828,1280850,61,+
1281132,1281154,61,-
1281425,1281466,50,+
1281634,1281658,48,-
1282645,1282683,55,+
1285012,1285032,64,+
1286410,1286439,52,-
1287141,1287181,59,+
1288786,1288828,55,+
1288887,1288920,62,-
1291420,1291445,57,-
1295494,1295536,52,-
1295969,1295994,69,+
1297139,1297181,69,-
1299456,1299480,48,-
1299714,1299745,70,-
1299790,1299827,59,+
1299864,1299905,58,-
1301280,1301299,49,+
1301917,1301936,51,-
1303220,1303235,72,+
1303463,1303487,59,+
1303611,1303649,74,-
1303993,1304012,47,-
1304305,1304331,56,-
1305041,1305072,48,-
1305960,1305984,48,-
1309361,1309381,48,-
1312251,1312277,56,+
1314015,1314057,48,-
1314558,1314583,72,-
1315129,1315163,67,+
1315520,1315544,59,-
1316339,1316361,61,+
1316789,1316819,52,-
1319701,1319721,47,+
1319771,1319794,49,+
1321850,1321872,61,+
1323011,1323047,62,+
1324046,1324073,71,+
1324798,1324836,54,-
1324886,1324918,60,+
1325793,1325828,59,+
1325845,1325878,64,+
1326105,1326121,52,-
1326860,1326880,47,+
1327188,1327215,66,+
1331482,1331511,51,+
1332121,1332150,52,+
1332725,1332757,60,-
1333010,1333044,60,-
1333554,1333587,56,+
1338792,1338815,72,-
1339127,1339163,76,+
1339987,1340004,69,+
1340630,1340655,57,+
1341283,1341302,47,-
1341393,1341423,63,+
1341772,1341796,48,+
1343999,1344015,52,+
1344577,1344606,52,+
1346071,1346101,65,+
1346174,1346215,55,+
1347158,1347175,50,+
1347916,1347958,52,+
1348263,1348290,66,+
1348351,1348386,58,+
1351476,1351505,52,+
1352850,1352875,57,+
1353001,1353037,55,+
1354867,1354899,62,-
1355508,1355533,57,-
1356071,1356101,49,-
1356234,1356254,48,+
1356262,1356294,49,-
1356712,1356737,56,-
1356783,1356813,95,+
1357951,1357999,47,+
1358385,1358403,50,+
1360475,1360504,52,-
1361281,1361308,55,-
1361910,1361946,61,-
1362607,1362637,62,+
1364538,1364573,58,+
1365250,1365294,47,+
1365794,1365821,55,+
1367618,1367651,52,-
1368236,1368260,71,-
1369091,1369118,66,+
1369677,1369709,64,+
1370660,1370696,65,+
1372187,1372219,67,+
1372312,1372332,47,+
1372543,1372566,50,+
1373658,1373705,50,-
1374234,1374259,57,+
1376157,1376185,66,-
1377694,1377731,50,+
1378856,1378884,65,+
1378912,1378943,79,-
1382558,1382577,47,-
1383194,1383214,48,+
1383607,1383632,57,-
1383773,1383795,49,+
1384923,1384950,81,+
1385870,1385892,51,+
1385911,1385941,65,-
1386382,1386424,49,-
1386484,1386505,49,-
1387177,1387195,49,+
1388781,1388812,62,+
1388988,1389013,57,+
1389086,1389119,48,+
1389150,1389189,54,+
1390345,1390385,69,+
1390397,1390426,71,-
1390453,1390481,53,-
1391214,1391252,57,-
1393241,1393268,68,+
1393879,1393911,67,-
1394070,1394088,52,-
1394179,1394197,67,+
1394678,1394713,62,+
1395719,1395743,59,-
1396150,1396168,50,+
1396185,1396211,56,-
1396494,1396541,49,-
1396615,1396654,54,+
1399010,1399042,49,-
1399579,1399608,64,-
1400581,1400609,65,-
1400655,1400687,59,-
1401585,1401613,58,-
1401806,1401824,67,+
1401890,1401930,94,+
1402076,1402119,53,+
1404292,1404317,56,+
1404513,1404552,58,+
1404823,1404846,60,+
1404908,1404948,57,+
1406078,1406110,64,-
1406731,1406754,48,-
1409772,1409801,68,+
1411304,1411321,50,+
1413555,1413593,57,+
1415153,1415190,59,+
1419297,1419325,54,+
1419391,1419423,49,+
1420546,1420563,69,+
1421369,1421391,61,+
1422447,1422485,61,+
1422533,1422564,50,-
1422644,1422664,49,+
1423705,1423733,52,-
1424033,1424057,59,+
1424580,1424617,57,+
1426489,1426507,49,+
1426608,1426638,65,-
1426831,1426853,51,-
1427022,1427045,48,+
1427696,1427725,60,+
1428997,1429026,52,+
1439176,1439205,52,+
