start,end,score,strand
265764,265791,61,+
265799,265825,56,+
265866,265893,81,+
266125,266166,58,+
266697,266739,54,-
267636,267666,68,+
267788,267808,51,+
267894,267934,58,+
268848,268868,47,+
271068,271087,47,+
272780,272818,74,+
276086,276108,48,+
278880,278911,48,-
279189,279219,51,-
279483,279522,59,-
281174,281205,63,+
284671,284690,47,-
285223,285252,54,-
286928,286975,48,-
292230,292250,48,+
295608,295648,58,+
297576,297620,52,+
299810,299834,59,+
302815,302848,58,-
304589,304627,54,+
304707,304737,59,-
305204,305223,47,+
305425,305446,48,+
305859,305900,98,-
308385,308407,61,-
308434,308457,49,-
311214,311235,62,+
312211,312240,52,-
313054,313075,49,-
313847,313872,47,+
314034,314065,67,-
316627,316651,48,-
316883,316917,95,-
317764,317784,47,-
317949,317971,61,+
321507,321537,63,+
321623,321651,65,-
321748,321772,48,-
323293,323334,53,-
326481,326499,67,-
326537,326572,54,+
327643,327662,52,+
328868,328896,71,-
332444,332460,52,+
333005,333032,64,+
334274,334298,48,+
335705,335724,47,-
336103,336134,64,+
337925,337960,58,+
338093,338119,56,-
340384,340421,47,-
348800,348817,69,+
348823,348849,91,-
350254,350286,66,-
350693,350726,48,-
351875,351909,55,+
354874,354893,47,-
356878,356918,57,+
359891,359911,47,+
361862,361884,63,+
363173,363190,50,+
363242,363258,52,+
364103,364125,61,+
365047,365066,66,+
365780,365812,58,+
366287,366319,59,-
366390,366410,48,+
368063,368100,59,-
369679,369709,51,-
369903,369927,59,-
371610,371643,64,+
372707,372736,52,-
373943,373962,51,+
376056,376096,51,-
376559,376581,48,+
377891,377917,85,+
378318,378342,48,-
378591,378619,58,-
382494,382520,56,+
385096,385143,62,+
389174,389199,58,+
390611,390642,70,+
390894,390930,64,-
397672,397691,47,+
399007,399034,68,+
399951,399971,47,+
401070,401093,48,+
404129,404152,50,+
406194,406209,53,+
406345,406391,47,+
406481,406506,69,-
408743,408765,49,+
409566,409592,56,+
410195,410236,54,-
411913,411937,48,+
412448,412482,79,+
413678,413697,66,+
416201,416232,65,+
419099,419123,48,+
419417,419450,52,-
420755,420772,50,+
436847,436867,48,-
440461,440482,63,-
440524,440544,49,-
445069,445094,57,+
450713,450740,55,+
451412,451433,48,-
452381,452417,62,+
454357,454383,56,+
454431,454465,62,-
454500,454542,57,+
454699,454738,54,+
454839,454861,49,+
454855,454878,48,-
457068,457093,57,-
458956,458999,47,-
466447,466468,62,-
466622,466645,60,-
467713,467747,64,-
468815,468849,58,-
469256,469287,50,-
483214,483255,49,+
484256,484290,48,+
484452,484469,50,+
486958,486981,49,-
487615,487633,49,-
488644,488671,55,-
490666,490696,51,+
490878,490922,52,+
492210,492235,57,+
494765,494790,86,-
497443,497488,49,+
497689,497710,63,+
498784,498819,64,+
498847,498872,60,+
500702,500735,52,+
501405,501436,65,+
504862,504886,59,-
506943,506964,53,-
511932,511961,52,+
511992,512025,58,-
513954,513973,47,-
518456,518500,53,+
521598,521630,49,+
522018,522050,50,-
522679,522708,52,+
524341,524376,50,-
525889,525916,61,-
527268,527307,49,-
529432,529454,51,-
531398,531432,61,+
531447,531477,51,+
533296,533316,47,-
533381,533418,55,+
533953,533993,53,-
534382,534425,55,+
538704,538737,65,-
541178,541197,47,+
542099,542143,48,+
542445,542469,67,+
544958,544988,54,+
545776,545799,60,+
549205,549224,51,-
550937,550968,48,+
551752,551786,50,+
552850,552868,52,+
552958,552987,51,+
554979,555008,55,+
555084,555110,56,+
555728,555756,54,+
560703,560735,63,+
561301,561341,58,-
561842,561873,67,+
561883,561926,49,+
562787,562820,62,+
562894,562923,65,-
563504,563522,51,+
564368,564398,51,+
565223,565247,48,+
569194,569214,51,-
570499,570517,49,+
571202,571225,48,+
571399,571434,60,+
577923,577969,52,+
578481,578518,56,-
578596,578617,63,+
580414,580433,49,-
580864,580905,54,+
581281,581298,52,-
581303,581333,51,+
583330,583361,50,+
585467,585488,63,+
588813,588843,51,+
589411,589447,64,+
592078,592107,68,-
592161,592185,59,-
592453,592481,69,+
595348,595368,64,-
595655,595673,67,+
596310,596342,63,+
596363,596390,65,+
596471,596508,59,-
597782,597801,51,+
597893,597922,54,-
600700,600717,69,-
603443,603461,52,+
604454,604473,65,+
605189,605209,48,+
605909,605932,91,+
607074,607104,66,+
610121,610148,71,-
610349,610387,49,+
611847,611877,54,+
612762,612802,50,-
612901,612924,60,+
613666,613694,54,+
613893,613909,52,-
615183,615215,56,+
615549,615585,64,+
615828,615848,64,+
618698,618722,59,+
619207,619229,61,+
619757,619791,56,-
619846,619871,69,+
620484,620514,85,-
620894,620921,69,-
621420,621440,51,-
621633,621648,72,+
621685,621717,76,-
621764,621793,66,-
622278,622295,52,+
623005,623037,57,+
623165,623184,49,+
626199,626225,56,+
627416,627454,58,-
627880,627908,71,+
631046,631067,48,-
633269,633309,50,+
635592,635611,47,+
639028,639054,68,-
639359,639379,47,+
640159,640187,54,-
640311,640334,60,-
640856,640878,61,+
642929,642966,61,-
644433,644469,48,-
646402,646436,62,+
651366,651389,60,+
655587,655618,55,+
658701,658736,54,+
659484,659521,74,-
659529,659549,49,+
659944,659982,59,+
661936,661969,60,+
663546,663571,57,-
664685,664709,59,+
668533,668553,64,+
675041,675064,49,+
678229,678264,50,+
680393,680413,47,-
681560,681578,49,-
682313,682330,50,+
683512,683539,55,+
683672,683703,112,+
684633,684667,62,+
685864,685883,51,+
689847,689865,67,-
691812,691839,55,+
692281,692304,70,+
693216,693240,48,+
698791,698825,60,+
700640,700672,63,-
702555,702573,49,+
702867,702889,51,+
703217,703241,48,+
704968,705006,54,-
705931,705967,58,+
707201,707228,55,+
707620,707656,54,+
708211,708237,69,-
708813,708836,60,-
709676,709718,57,-
711175,711208,76,-
713438,713463,71,-
714362,714397,56,-
715050,715073,48,-
718073,718109,47,+
719270,719290,47,-
719651,719687,57,+
720217,720247,79,-
720731,720766,56,+
723214,723240,66,+
725759,725782,49,+
727503,727527,48,+
730159,730183,48,-
730192,730211,112,+
730217,730252,89,-
731957,731986,98,-
732948,732995,47,+
733045,733067,49,-
733281,733308,65,+
733334,733363,52,-
733387,733410,48,-
733655,733687,54,+
734338,734363,47,+
734753,734791,55,+
734861,734890,71,+
734916,734945,98,-
734968,735000,61,-
736870,736895,57,-
737639,737671,49,+
738243,738286,94,+
738329,738351,61,-
740466,740495,52,-
743178,743206,64,+
743866,743895,82,+
744964,744997,48,+
745112,745132,51,+
749819,749855,61,+
749881,749920,101,+
750128,750159,63,+
751462,751484,49,+
753324,753345,63,+
754156,754197,81,+
755209,755228,49,+
755309,755341,95,+
757024,757058,95,-
757200,757231,105,-
757504,757534,51,-
757598,757625,55,-
759452,759470,51,-
759486,759517,65,+
760898,760927,83,-
760980,761026,47,+
761497,761530,62,+
763143,763179,145,-
763193,763214,62,-
765056,765080,67,+
765458,765490,64,+
765519,765549,62,+
765602,765646,49,-
765966,766004,61,+
766026,766055,98,+
766562,766593,50,+
770417,770435,49,-
770499,770532,61,-
770790,770814,67,+
771955,771990,62,+
772246,772276,65,+
772339,772361,61,+
772720,772765,94,+
772957,772984,58,-
773175,773210,76,-
777541,777568,71,+
777594,777625,84,-
780730,780763,52,-
782174,782198,48,+
782695,782717,79,+
785928,785955,55,-
787340,787356,52,-
787430,787447,69,-
787942,787965,60,+
788735,788759,58,-
788960,789002,55,-
790887,790909,73,+
790938,790974,76,+
791008,791043,78,+
793790,793829,57,-
797538,797560,61,-
801073,801097,48,+
801612,801642,60,+
801666,801707,49,+
802683,802703,73,+
803080,803100,64,+
804432,804453,63,+
807594,807627,63,+
808192,808241,47,+
809165,809187,61,-
809406,809442,71,+
809941,809962,63,-
810038,810082,67,+
810116,810138,89,-
811640,811665,47,+
811984,812001,69,+
812168,812189,48,+
813151,813185,100,+
813680,813703,60,+
813803,813819,52,+
816983,817022,58,+
817058,817104,49,+
819540,819559,112,+
819584,819624,71,-
821698,821733,55,-
822080,822099,49,-
822744,822773,52,-
825087,825124,55,-
828284,828301,50,-
829101,829129,54,+
829604,829642,55,+
831658,831678,64,-
832069,832087,49,-
834077,834108,50,-
834419,834437,67,+
834557,834596,51,+
835831,835860,70,-
835956,835975,49,+
836009,836037,66,+
837253,837288,65,-
842333,842353,48,-
842561,842578,50,-
845968,845992,59,-
847202,847232,68,+
853096,853116,64,+
854152,854186,94,+
854653,854686,74,+
854864,854891,64,+
856373,856394,52,+
856413,856440,66,-
856742,856781,57,+
856878,856893,53,+
857741,857762,49,+
858523,858548,57,+
858792,858828,59,+
859284,859309,57,-
860632,860649,52,-
862350,862373,87,+
862968,862987,49,+
865410,865430,48,+
865498,865516,49,-
866768,866787,47,+
867173,867217,53,+
867281,867309,54,-
867397,867437,58,+
868320,868342,61,+
868924,868955,112,+
871551,871583,75,+
871626,871649,72,-
872611,872651,51,-
873562,873589,89,+
876533,876551,52,+
877599,877635,54,-
878650,878677,66,-
880026,880060,95,+
884311,884343,65,-
884737,884772,48,-
886612,886639,71,+
891301,891326,57,-
892076,892101,57,+
893284,893301,69,+
894366,894389,70,-
894645,894674,98,-
896078,896122,49,+
898000,898021,63,+
902087,902111,59,-
902468,902496,70,+
902541,902572,48,-
903095,903125,79,-
903962,903992,65,-
905403,905429,71,+
907128,907156,80,+
907198,907232,108,+
907782,907797,72,+
908235,908267,51,+
908453,908478,66,+
909417,909456,55,+
909686,909720,108,-
909747,909796,47,-
909995,910014,51,+
910180,910202,61,+
910407,910433,56,+
910579,910619,51,-
911611,911642,112,+
911663,911700,47,-
911954,911978,48,-
912530,912558,85,+
914994,915019,47,+
915036,915056,47,-
915157,915187,51,+
915748,915767,47,+
916201,916234,65,+
916342,916371,98,+
916627,916664,59,+
921322,921338,70,+
921424,921446,48,-
922777,922811,58,-
923480,923506,56,-
925425,925463,56,-
926254,926288,60,+
926884,926911,63,+
926989,927007,51,+
930982,930999,50,+
931701,931722,49,-
931727,931750,72,+
931796,931815,112,-
932331,932354,61,+
932878,932898,47,+
933295,933326,59,+
934027,934050,60,+
935519,935560,50,+
938458,938476,67,+
939092,939125,48,-
939701,939731,60,-
941017,941057,51,+
941085,941114,65,-
944067,944089,48,-
944532,944557,66,+
947897,947916,49,+
948635,948653,67,+
949236,949259,70,+
949557,949590,52,+
949667,949691,59,-
951480,951509,98,+
952123,952144,48,-
952475,952518,53,-
952732,952766,62,-
955385,955427,52,+
956310,956343,48,-
957632,957665,64,+
958932,958952,51,+
959384,959416,65,+
959756,959795,54,+
960462,960498,58,+
961314,961333,47,+
961722,961761,55,-
964213,964244,112,+
966215,966235,64,-
966568,966603,50,+
966888,966929,70,+
971357,971386,52,-
971552,971568,53,+
975102,975119,50,+
977106,977131,75,+
979131,979167,48,+
992188,992222,60,+
993394,993420,68,-
996718,996736,49,+
996765,996793,54,+
998675,998691,52,+
999623,999640,69,+
1000097,1000118,49,+
1001813,1001836,48,-
1002579,1002600,63,+
1005025,1005066,54,-
1005490,1005520,51,-
1005537,1005560,48,+
1007789,1007820,50,+
1008853,1008872,49,+
1008936,1008956,47,+
1010632,1010661,65,+
1013061,1013084,59,+
1018050,1018079,98,-
1018730,1018768,58,+
1020511,1020542,49,+
1021402,1021439,59,+
1021634,1021659,66,-
1022386,1022417,59,+
1023346,1023372,66,+
1024167,1024187,64,+
1024988,1025009,63,+
1025553,1025570,50,+
1025826,1025844,49,-
1025954,1025992,53,+
1026256,1026290,60,-
1026529,1026560,67,+
1026635,1026665,51,-
1028872,1028910,54,+
1029543,1029575,52,-
1030598,1030628,66,+
1031392,1031427,61,+
1031676,1031694,50,+
1032529,1032549,47,+
1036386,1036416,79,+
1036828,1036852,48,+
1041635,1041659,69,-
1041765,1041788,60,-
1042670,1042703,62,+
1042750,1042779,51,-
1042976,1043007,50,-
1043498,1043527,52,+
1049254,1049280,56,-
1050205,1050228,48,-
1050938,1050958,48,-
1051994,1052025,66,-
1052614,1052654,51,-
1052846,1052889,83,-
1052892,1052911,47,-
1055645,1055673,65,-
1057057,1057074,69,+
1057333,1057360,55,+
1059841,1059880,50,-
1061489,1061530,85,-
1061602,1061636,58,-
1061976,1062007,65,-
1062626,1062650,48,-
1063456,1063472,53,+
1063796,1063825,98,+
1064510,1064529,47,-
1065308,1065334,66,-
1066168,1066205,87,+
1066570,1066593,60,-
1067000,1067032,49,-
1067262,1067292,68,+
1070054,1070083,98,-
1070883,1070903,47,+
1071106,1071143,61,+
1072694,1072727,59,+
1072990,1073026,48,+
1073534,1073569,61,+
1073857,1073880,49,+
1074892,1074918,56,+
1075481,1075519,55,+
1075520,1075542,61,-
1076597,1076624,69,-
1080277,1080302,57,-
1082887,1082911,59,-
1083709,1083734,58,-
1084742,1084766,59,-
1085556,1085579,60,+
1085771,1085800,98,+
1089466,1089510,54,+
1091518,1091546,57,+
1091560,1091580,48,+
1093457,1093484,69,-
1094984,1095012,52,+
1095590,1095621,65,+
1096701,1096742,54,+
1098027,1098055,65,+
1099447,1099465,49,+
1100690,1100710,49,+
1102896,1102914,51,+
1103797,1103819,61,+
1105516,1105548,50,-
1107845,1107868,50,+
1109504,1109532,71,-
1110386,1110421,59,-
1112054,1112074,48,+
1112310,1112340,49,+
1116047,1116076,98,-
1116154,1116193,50,-
1119396,1119418,48,+
1120331,1120356,57,+
1122014,1122040,56,+
1124891,1124931,57,-
1125815,1125860,48,-
1133359,1133403,54,+
1133916,1133941,57,+
1139519,1139545,56,-
1139671,1139693,48,+
1141473,1141494,52,+
1143145,1143163,50,+
1143562,1143584,49,+
1143784,1143805,53,+
1143974,1143995,63,+
1144710,1144750,55,+
1145651,1145669,49,+
1147741,1147773,56,-
1148959,1148992,48,-
1150252,1150271,49,+
1150539,1150572,62,-
1150586,1150617,50,-
1151713,1151735,63,+
1153870,1153904,65,+
1160230,1160249,49,+
1165415,1165444,61,-
1166287,1166312,71,+
1167845,1167870,47,-
1167909,1167944,48,+
1168676,1168708,59,+
1169594,1169618,76,+
1173778,1173802,59,+
1176317,1176344,55,-
1178112,1178140,65,+
1178723,1178741,52,+
1179901,1179921,64,+
1181306,1181325,51,+
1182627,1182646,49,+
1183076,1183094,50,+
1183167,1183203,59,+
1183271,1183287,53,+
1183929,1183972,54,+
1187128,1187162,62,+
1189648,1189671,60,+
1190882,1190901,84,+
1193220,1193267,48,+
1195516,1195553,57,+
1196521,1196539,49,-
1197942,1197971,64,-
1198157,1198185,54,+
1198265,1198285,64,+
1198561,1198589,69,+
1199243,1199282,54,+
1199903,1199941,55,-
1200867,1200886,66,+
1203232,1203256,48,+
1208308,1208325,50,+
1210087,1210129,50,+
1212190,1212234,50,+
1213926,1213946,49,+
1216469,1216507,53,+
1219148,1219174,56,-
1219505,1219524,49,-
1220299,1220321,72,+
1220959,1220983,67,+
1223429,1223454,68,+
1224518,1224547,68,+
1225940,1225968,68,+
1226735,1226753,52,-
1228809,1228833,67,+
1229414,1229443,98,+
1229469,1229496,60,-
1229715,1229749,56,+
1229758,1229778,51,-
1231507,1231524,69,+
1231591,1231606,72,-
1231746,1231785,54,+
1232316,1232336,47,-
1236341,1236369,65,-
1237652,1237670,49,+
1240171,1240189,67,+
1240364,1240390,56,+
1241152,1241187,48,-
1243472,1243500,68,+
1244600,1244647,48,-
1246967,1246987,64,+
1252652,1252671,49,+
1253061,1253101,51,+
1255108,1255124,70,+
1255710,1255736,58,+
1256484,1256502,67,-
1258109,1258136,55,+
1264023,1264042,52,-
1264968,1265001,51,-
1265389,1265421,50,-
1265726,1265747,63,+
1267220,1267241,48,+
1270388,1270410,61,-
1272166,1272188,61,-
1280196,1280231,59,+
1280717,1280741,58,+
1282289,1282304,72,+
1282338,1282376,96,-
1284987,1285016,51,-
1286327,1286354,55,+
1288303,1288325,48,+
1289105,1289138,62,+
1289356,1289375,49,+
1289698,1289725,71,+
1294416,1294442,56,+
1295489,1295520,50,+
1298967,1299004,54,+
1300313,1300352,57,+
1301017,1301039,51,+
1303995,1304026,112,+
1304539,1304570,65,+
1306480,1306498,67,+
1309020,1309047,65,+
1309277,1309309,52,+
1310823,1310854,50,-
1311424,1311440,52,+
1311675,1311695,51,+
1313711,1313733,51,+
1314610,1314648,55,-
1315386,1315423,60,-
1319358,1319380,48,-
1331174,1331200,56,-
1331797,1331820,60,+
1334902,1334930,54,+
1337055,1337076,62,+
1339359,1339379,64,+
1342333,1342365,49,-
1344246,1344270,59,+
1344954,1344990,59,+
1345082,1345119,73,+
1346258,1346288,51,+
1348858,1348893,62,-
1351293,1351327,59,+
1352984,1353022,58,-
1354073,1354113,58,-
1356262,1356286,48,+
1356945,1356969,69,+
1357483,1357518,59,+
1358901,1358922,63,+
1361720,1361752,52,+
1361840,1361857,52,+
1362110,1362136,64,+
1362175,1362204,52,+
1362933,1362967,58,+
1364477,1364500,48,+
1366515,1366544,52,+
1368227,1368259,78,+
1369688,1369704,52,+
1370437,1370460,60,+
1370649,1370666,52,+
1373142,1373169,71,+
1376786,1376809,60,-
1377878,1377909,65,+
1378584,1378620,52,+
1384578,1384623,52,+
1385658,1385681,49,-
1387698,1387738,51,+
1388772,1388808,74,-
1388877,1388898,109,+
1388949,1388968,112,-
1391381,1391401,64,-
1391762,1391806,52,+
1391833,1391861,80,+
1392136,1392166,68,+
1393234,1393263,98,+
1394108,1394137,52,+
1394607,1394627,47,-
1398514,1398543,98,-
1399202,1399223,48,+
1399748,1399774,56,-
1400023,1400042,51,+
1402221,1402239,67,+
1402544,1402578,64,+
1404178,1404219,68,+
1404292,1404321,98,+
1404553,1404583,66,+
1404742,1404762,51,-
1406641,1406670,52,-
1408225,1408247,61,-
1410150,1410190,54,+
1410815,1410844,68,-
1410933,1410967,56,-
1411222,1411252,49,+
1411988,1412009,49,-
1412350,1412374,48,-
1415180,1415205,57,+
1416408,1416437,71,+
1419181,1419217,59,+
1420606,1420628,61,+
1422092,1422120,52,+
1422183,1422203,48,+
1422317,1422357,55,+
1422863,1422880,52,+
1425586,1425613,58,+
1425653,1425677,59,-
1428722,1428743,63,+
1430135,1430154,51,+
1431380,1431399,47,+
1433398,1433427,65,-
1433554,1433581,55,-
1435127,1435146,49,+
1436894,1436919,75,+
1437309,1437355,48,-
1437371,1437410,86,-
1437594,1437621,60,+
1437647,1437676,98,-
1441157,1441178,63,+
1442760,1442804,48,-
1443423,1443462,71,+
1443815,1443832,69,-
1444541,1444566,67,+
1444984,1445024,50,+
1447130,1447149,66,-
1447183,1447205,62,+
1448989,1449013,60,-
1449604,1449646,50,-
1449810,1449844,58,+
1450147,1450164,50,+
1451110,1451134,76,+
1451239,1451258,47,+
1451757,1451782,69,+
1452595,1452622,71,+
1453131,1453148,50,+
1458590,1458622,49,+
1458880,1458900,52,+
1459669,1459690,49,+
1460796,1460816,64,+
1464629,1464652,49,+
1465199,1465219,47,+
1468619,1468641,61,-
1468712,1468740,66,-
1472093,1472116,48,+
1481995,1482022,88,+
1485424,1485456,50,+
1485834,1485855,63,-
1486757,1486779,61,-
1496149,1496178,98,+
1496204,1496233,71,-
1496767,1496801,51,-
1497240,1497270,51,-
1498373,1498396,72,+
1500147,1500166,49,-
1505736,1505772,58,-
1506003,1506032,65,+
1506698,1506729,51,-
1509665,1509700,65,+
1510667,1510688,51,+
1513189,1513221,49,+
1516103,1516146,49,+
1516202,1516219,50,+
1516807,1516830,49,+
1517536,1517560,89,+
1518113,1518156,48,+
1519017,1519037,47,+
1525292,1525312,73,+
1525333,1525364,62,+
1528645,1528665,64,-
1530662,1530684,48,-
1531346,1531374,54,+
1537873,1537902,58,+
1538908,1538926,49,-
1539846,1539884,57,+
1544383,1544417,47,-
1545698,1545724,55,+
1548001,1548031,54,+
1553138,1553164,56,-
1553407,1553438,50,-
1553928,1553969,54,+
1554049,1554070,63,-
1555064,1555089,47,-
1555518,1555556,58,-
1555824,1555858,61,+
1556058,1556079,62,+
1556494,1556515,49,+
1558785,1558805,47,+
1560050,1560074,58,+
1562842,1562882,71,+
1564019,1564036,69,+
1564287,1564326,50,+
1565447,1565476,98,-
1570669,1570693,48,+
1570711,1570744,64,+
1571532,1571564,66,+
1572191,1572213,51,+
1572643,1572684,53,-
1574721,1574753,62,-
1575073,1575115,54,+
1575457,1575477,47,+
1578132,1578157,57,+
1580850,1580870,92,+
1582693,1582721,53,+
1583722,1583747,71,+
1584116,1584134,49,+
1585296,1585327,57,+
1585623,1585652,52,+
1586271,1586305,75,+
1587421,1587454,47,+
1588960,1588999,58,+
1589828,1589859,49,+
1589921,1589943,61,+
1590046,1590078,50,-
1590410,1590437,71,-
1594326,1594345,47,+
1596207,1596231,48,+
1596674,1596705,49,-
1597821,1597847,56,+
1600424,1600441,50,+
1600806,1600837,83,+
1605906,1605925,47,+
1614513,1614548,58,-
1616106,1616137,62,-
1616356,1616382,64,+
1616421,1616444,60,+
1617917,1617947,67,+
1620378,1620404,56,+
1621350,1621370,110,+
1623140,1623162,48,+
1623746,1623778,49,-
1628484,1628510,58,+
1628842,1628859,52,-
1628973,1628991,49,+
1629224,1629254,51,+
1631557,1631585,68,+
1632105,1632145,55,+
1635979,1636003,71,+
1636448,1636475,66,+
1636933,1636965,59,-
1637937,1637961,59,+
1638391,1638429,59,+
1639413,1639442,80,+
1639671,1639697,70,+
1639811,1639844,47,+
1641493,1641527,62,+
1644032,1644050,49,-
1646827,1646863,59,+
1648654,1648683,52,+
1650683,1650720,47,+
1656916,1656940,71,+
1657774,1657812,58,+
1658103,1658135,65,+
1660502,1660522,110,+
1660558,1660589,95,-
1660908,1660940,66,-
1661096,1661115,49,+
1661178,1661195,50,-
1661553,1661589,47,+
1662584,1662602,51,+
1663662,1663694,68,+
1664868,1664888,48,+
1666591,1666618,55,+
1669378,1669415,58,+
1672834,1672856,61,+
1672908,1672949,58,+
1673501,1673519,49,-
1677362,1677388,56,+
1677697,1677722,57,+
1680419,1680437,49,+
1681506,1681523,50,-
1683971,1684003,79,+
1684011,1684042,107,+
1684047,1684069,61,+
1685506,1685523,50,-
1686542,1686582,58,-
1686650,1686671,64,+
1688454,1688495,57,-
1689213,1689254,58,-
1691193,1691215,49,+
1694632,1694657,56,-
1694672,1694705,51,-
1695888,1695907,47,+
1697643,1697681,58,+
1700430,1700459,80,+
1703141,1703162,63,+
1707702,1707723,63,+
1708716,1708751,61,-
1709049,1709078,52,-
1709472,1709495,70,+
1710042,1710071,52,+
1711347,1711368,48,-
1712339,1712359,49,+
1716423,1716454,50,+
1719178,1719207,52,-
1720379,1720407,70,-
1726067,1726105,55,+
1730755,1730777,97,+
1731489,1731520,50,-
1732591,1732622,62,+
1733360,1733389,52,+
1734648,1734670,48,+
1736375,1736407,62,+
1737604,1737623,66,+
1737789,1737812,48,+
1739361,1739394,92,+
1743853,1743886,47,-
1745169,1745186,69,+
1746354,1746377,48,-
1747065,1747086,72,+
1748431,1748462,50,-
1752363,1752391,53,+
1752707,1752734,57,-
1752815,1752852,47,+
1753185,1753209,59,+
1753272,1753320,48,+
1753346,1753373,55,+
1755874,1755903,52,-
1758169,1758203,51,+
1758486,1758517,64,+
1761474,1761517,53,+
1764703,1764737,61,+
1765161,1765190,68,+
1774731,1774769,57,+
1783661,1783683,51,-
1783776,1783805,57,-
1784164,1784185,49,-
1785338,1785361,49,+
1792775,1792794,66,+
1793462,1793488,61,+
1796179,1796198,47,+
1796593,1796625,51,+
1800613,1800637,59,+
1800803,1800833,49,+
1804182,1804213,50,+
1811831,1811875,48,+
1814944,1814962,49,+
1815977,1816000,49,+
1823166,1823194,66,+
1823918,1823944,72,+
1824559,1824595,57,+
1827576,1827606,59,+
1831360,1831377,50,-
1832365,1832388,61,+
1833880,1833911,50,-
1834155,1834180,57,+
1837125,1837154,52,-
1840747,1840778,64,+
1842333,1842377,63,+
1842403,1842428,47,+
1843433,1843454,48,-
1844766,1844803,47,-
1850629,1850659,63,-
1851205,1851234,52,+
1854594,1854620,68,+
1855460,1855490,63,+
1858543,1858563,47,+
1861634,1861666,62,+
1864590,1864605,53,+
1868522,1868555,52,+
1869738,1869777,55,-
1876662,1876686,48,+
1877264,1877284,64,+
1877685,1877716,50,+
1889189,1889210,48,-
1891198,1891229,55,-
1893324,1893343,51,+
1893877,1893907,68,+
1894593,1894629,58,+
1895058,1895086,54,-
1895453,1895477,59,-
1896853,1896879,101,+
1899598,1899624,56,+
1904315,1904335,48,+
1906487,1906511,59,+
1906856,1906892,65,-
